ensembl_id	gene_symbol	type	entrezgene
ENSG00000272810	U91328.22	lincRNA	NA
ENSG00000228223	HCG11	lincRNA	493812
ENSG00000261353	CTA-14H9.5	lincRNA	NA
ENSG00000261584	RP11-457M11.5	lincRNA	NA
ENSG00000224843	LINC00240	lincRNA	100133205
ENSG00000272312	RP11-239L20.6	lincRNA	NA
ENSG00000272468	RP1-86C11.7	lincRNA	NA
ENSG00000271755	RP1-153G14.4	lincRNA	NA
ENSG00000261839	RP1-265C24.8	lincRNA	NA
ENSG00000235570	LINC00533	lincRNA	387055
ENSG00000225173	XXbac-BPG308K3.5	lincRNA	NA
ENSG00000225595	XXbac-BPG308K3.6	lincRNA	401242
ENSG00000227206	XXbac-BCX196D17.5	lincRNA	NA
ENSG00000232505	XXbac-BPG308J9.3	lincRNA	NA
ENSG00000229274	XXbac-BPG13B8.10	lincRNA	105375009
ENSG00000272236	XXbac-BPG170G13.32	lincRNA	NA
ENSG00000204625	HCG9	lincRNA	10255
ENSG00000270604	HCG17	lincRNA	414778
ENSG00000228022	HCG20	lincRNA	105375013
ENSG00000237923	XXbac-BPG27H4.8	lincRNA	105375014
ENSG00000228789	HCG22	lincRNA	285834
ENSG00000271821	XXbac-BPG299F13.14	lincRNA	NA
ENSG00000256166	XXbac-BPG248L24.13	lincRNA	NA
ENSG00000272221	XXbac-BPG181B23.7	lincRNA	NA
ENSG00000230174	XXbac-BPG181B23.4	lincRNA	101929111
ENSG00000232080	XXbac-BPG254F23.7	lincRNA	102725019
ENSG00000204261	TAPSAR1	lincRNA	100507463
ENSG00000249346	LINC01016	lincRNA	100507584
ENSG00000233183	RP3-468B3.2	lincRNA	NA
ENSG00000225339	RP11-513I15.6	lincRNA	NA
ENSG00000272374	RP3-329A5.8	lincRNA	NA
ENSG00000228559	RP3-340B19.3	lincRNA	NA
ENSG00000232598	RP1-90K10.4	lincRNA	NA
ENSG00000204110	RP1-153P14.8	lincRNA	100505530
ENSG00000227920	RP1-153P14.5	lincRNA	NA
ENSG00000236355	RP3-503A6.2	lincRNA	NA
ENSG00000227131	RP11-552E20.1	lincRNA	105375050
ENSG00000204092	LINC00951	lincRNA	NA
ENSG00000226070	RP11-552E20.4	lincRNA	NA
ENSG00000237947	RP11-570K4.1	lincRNA	101929535
ENSG00000226917	RP11-328M4.3	lincRNA	103106903
ENSG00000269387	RP11-298J23.8	lincRNA	NA
ENSG00000227516	RP5-973N23.4	lincRNA	NA
ENSG00000223946	RP11-533O20.2	lincRNA	NA
ENSG00000261068	RP11-7K24.3	lincRNA	NA
ENSG00000236961	RP1-261G23.5	lincRNA	NA
ENSG00000223469	RP11-344J7.2	lincRNA	NA
ENSG00000231881	RP5-1120P11.3	lincRNA	NA
ENSG00000262179	RP1-302G2.5	lincRNA	101929726
ENSG00000237530	RP3-449H6.1	lincRNA	NA
ENSG00000261080	RP1-166H4.2	lincRNA	NA
ENSG00000236164	RP11-268F1.3	lincRNA	NA
ENSG00000270761	RP11-385F7.1	lincRNA	NA
ENSG00000226594	RP11-550C4.6	lincRNA	NA
ENSG00000226707	RP11-719J20.1	lincRNA	NA
ENSG00000226733	RP11-397G17.1	lincRNA	NA
ENSG00000233470	RP11-524K22.1	lincRNA	NA
ENSG00000230472	RP1-28O17.1	lincRNA	NA
ENSG00000225613	MIR133BHG	lincRNA	101154644
ENSG00000225791	TRAM2-AS1	lincRNA	401264
ENSG00000271367	RP3-483K16.4	lincRNA	NA
ENSG00000231683	RP1-27K12.2	lincRNA	101927136
ENSG00000227885	RP11-79N23.1	lincRNA	NA
ENSG00000236740	RP11-411K7.1	lincRNA	101927189
ENSG00000266579	RP1-71H19.2	lincRNA	NA
ENSG00000231273	RP11-343D24.2	lincRNA	NA
ENSG00000272541	XXbac-BPGBPG55C20.1	lincRNA	NA
ENSG00000271761	XXbac-BPGBPG55C20.3	lincRNA	NA
ENSG00000272316	XXbac-BPGBPG55C20.2	lincRNA	NA
ENSG00000225096	XXbac-BPG55C20.7	lincRNA	101927293
ENSG00000223633	RP11-143A22.1	lincRNA	NA
ENSG00000227706	RP11-301G19.1	lincRNA	NA
ENSG00000223504	RP11-542F9.1	lincRNA	102723883
ENSG00000226497	RP11-406O16.1	lincRNA	101928280
ENSG00000237643	RP11-462G2.1	lincRNA	NA
ENSG00000271967	RP11-134K13.4	lincRNA	NA
ENSG00000269966	RP3-331H24.5	lincRNA	NA
ENSG00000230597	RP3-331H24.4	lincRNA	NA
ENSG00000233237	LINC00472	lincRNA	79940
ENSG00000223765	RP1-288M22.2	lincRNA	NA
ENSG00000223786	RP11-554D15.1	lincRNA	101928516
ENSG00000272243	RP11-554D15.3	lincRNA	NA
ENSG00000224583	RP11-554D15.4	lincRNA	NA
ENSG00000225793	RP1-234P15.4	lincRNA	100506804
ENSG00000238156	RP11-415D17.4	lincRNA	NA
ENSG00000236635	RP11-35J1.1	lincRNA	105377860
ENSG00000271945	RP11-354K4.2	lincRNA	NA
ENSG00000230309	RP3-390M24.1	lincRNA	NA
ENSG00000229495	RP11-173D14.3	lincRNA	NA
ENSG00000231533	RP1-232L24.3	lincRNA	NA
ENSG00000272137	RP11-177G23.2	lincRNA	NA
ENSG00000235357	RP1-159G19.1	lincRNA	NA
ENSG00000233835	RP1-92C4.2	lincRNA	NA
ENSG00000272129	RP11-250B2.6	lincRNA	NA
ENSG00000233967	RP11-250B2.3	lincRNA	NA
ENSG00000260645	RP11-250B2.5	lincRNA	NA
ENSG00000224995	RP5-991C6.3	lincRNA	101928770
ENSG00000226453	RP11-379B8.1	lincRNA	NA
ENSG00000260574	RP11-801I18.1	lincRNA	NA
ENSG00000237874	RP3-393K13.1	lincRNA	NA
ENSG00000228679	RP4-676J13.2	lincRNA	NA
ENSG00000230852	RP11-51G5.1	lincRNA	107986618
ENSG00000231776	RP1-90L14.1	lincRNA	105377880
ENSG00000234155	RP11-30P6.6	lincRNA	101928820
ENSG00000203875	SNHG5	lincRNA	387066
ENSG00000234426	RP11-459O1.2	lincRNA	NA
ENSG00000260271	RP1-45N11.1	lincRNA	NA
ENSG00000224605	RP1-177I10.1	lincRNA	NA
ENSG00000224944	CASC6	lincRNA	101929083
ENSG00000261038	RP1-149C7.1	lincRNA	NA
ENSG00000220908	RP11-127B16.1	lincRNA	NA
ENSG00000235099	RP1-23E21.2	lincRNA	NA
ENSG00000229600	RP11-524K14.1	lincRNA	NA
ENSG00000231143	RP3-463P15.1	lincRNA	NA
ENSG00000226684	RP3-418C23.2	lincRNA	NA
ENSG00000224849	RP1-104O17.1	lincRNA	NA
ENSG00000242486	RP1-104O17.2	lincRNA	NA
ENSG00000226207	RP1-104O17.3	lincRNA	NA
ENSG00000271860	RP11-436D23.1	lincRNA	101927314
ENSG00000236920	RP11-111D3.2	lincRNA	NA
ENSG00000235504	RP3-453D15.1	lincRNA	NA
ENSG00000203809	LINC00577	lincRNA	100113403
ENSG00000272102	RP3-355L5.5	lincRNA	NA
ENSG00000237567	RP3-359N14.2	lincRNA	105377922
ENSG00000229654	RP1-60O19.2	lincRNA	NA
ENSG00000235142	RP1-60O19.1	lincRNA	100422737
ENSG00000271734	RP1-111B22.3	lincRNA	NA
ENSG00000225174	OSTM1-AS1	lincRNA	100287366
ENSG00000230248	RP1-128O3.4	lincRNA	NA
ENSG00000203801	LINC00222	lincRNA	387111
ENSG00000232311	RP1-249I4.2	lincRNA	NA
ENSG00000271789	RP5-1112D6.7	lincRNA	NA
ENSG00000227012	RP1-97J1.2	lincRNA	NA
ENSG00000270661	RP1-142L7.9	lincRNA	NA
ENSG00000271208	RP1-142L7.8	lincRNA	NA
ENSG00000232299	RP1-105O18.1	lincRNA	NA
ENSG00000223811	RP11-437J19.1	lincRNA	NA
ENSG00000232316	RP1-124C6.1	lincRNA	NA
ENSG00000236347	RP11-346D19.1	lincRNA	NA
ENSG00000230943	RP11-367G18.1	lincRNA	101927686
ENSG00000231912	RP1-249H1.2	lincRNA	NA
ENSG00000227502	RP1-249H1.4	lincRNA	285758
ENSG00000232395	RP3-399L15.1	lincRNA	NA
ENSG00000226079	RP3-399L15.2	lincRNA	NA
ENSG00000228777	RP11-282C5.1	lincRNA	NA
ENSG00000237021	RP3-486I3.7	lincRNA	NA
ENSG00000240050	RP1-93H18.1	lincRNA	NA
ENSG00000272403	RP1-93H18.7	lincRNA	NA
ENSG00000272472	RP11-95G17.2	lincRNA	NA
ENSG00000228704	RP11-138M12.1	lincRNA	NA
ENSG00000224506	RP1-293L8.2	lincRNA	643623
ENSG00000231842	RP11-527F13.1	lincRNA	NA
ENSG00000226149	RP1-69D17.4	lincRNA	NA
ENSG00000229923	RP11-102N11.1	lincRNA	NA
ENSG00000236673	RP11-69I8.2	lincRNA	NA
ENSG00000236166	RP3-523C21.2	lincRNA	NA
ENSG00000228495	LINC01013	lincRNA	100507254
ENSG00000231023	LINC00326	lincRNA	285735
ENSG00000272428	RP11-704J17.5	lincRNA	NA
ENSG00000223586	RP4-662A9.2	lincRNA	154089
ENSG00000231971	RP11-557H15.3	lincRNA	NA
ENSG00000236700	LINC01010	lincRNA	154092
ENSG00000232310	RP11-557H15.4	lincRNA	101928304
ENSG00000229722	RP11-557H15.5	lincRNA	NA
ENSG00000227723	CTA-31J9.2	lincRNA	NA
ENSG00000236389	RP1-287H17.1	lincRNA	NA
ENSG00000231028	LINC00271	lincRNA	100131814
ENSG00000233534	RP1-38C16.2	lincRNA	105378013
ENSG00000236378	RP11-394G3.2	lincRNA	101928326
ENSG00000260418	RP3-406A7.7	lincRNA	NA
ENSG00000225391	RP11-55K22.5	lincRNA	100294720
ENSG00000230533	RP11-95M15.1	lincRNA	NA
ENSG00000234956	RP11-356I2.1	lincRNA	100507406
ENSG00000226004	RP11-10J5.1	lincRNA	NA
ENSG00000229922	RP11-240M16.1	lincRNA	NA
ENSG00000238099	RP11-12A2.3	lincRNA	645434
ENSG00000231426	RP5-899B16.1	lincRNA	100132735
ENSG00000225148	RP5-899B16.2	lincRNA	NA
ENSG00000236013	RP3-332B22.1	lincRNA	100507477
ENSG00000234147	RP3-460G2.2	lincRNA	NA
ENSG00000259828	RP11-63E9.1	lincRNA	NA
ENSG00000237494	RP11-753B14.1	lincRNA	NA
ENSG00000236366	RP11-440G9.1	lincRNA	153910
ENSG00000237851	RP1-67K17.4	lincRNA	NA
ENSG00000224460	RP11-439L18.2	lincRNA	NA
ENSG00000232618	RP11-439L18.1	lincRNA	NA
ENSG00000270638	RP3-466P17.1	lincRNA	NA
ENSG00000270828	RP3-466P17.2	lincRNA	NA
ENSG00000237468	RP11-715G15.1	lincRNA	101928661
ENSG00000227748	RP11-497D6.3	lincRNA	NA
ENSG00000272397	RP11-497D6.5	lincRNA	NA
ENSG00000196634	RP3-337D23.3	lincRNA	106182249
ENSG00000225135	RP11-361F15.2	lincRNA	NA
ENSG00000227681	RP11-307P5.1	lincRNA	NA
ENSG00000226249	RP11-307P5.2	lincRNA	105378044
ENSG00000234675	RP11-242F11.2	lincRNA	NA
ENSG00000230205	RP11-631F7.2	lincRNA	NA
ENSG00000228408	RP1-111D6.3	lincRNA	23118
ENSG00000235168	RP1-12G14.5	lincRNA	NA
ENSG00000235972	RP11-472G23.10	lincRNA	NA
ENSG00000226599	RP11-136K14.3	lincRNA	NA
ENSG00000231883	RP1-297M16.2	lincRNA	NA
ENSG00000224893	RP1-200K18.1	lincRNA	NA
ENSG00000237312	RP11-475C16.2	lincRNA	NA
ENSG00000232529	RP1-257I9.2	lincRNA	NA
ENSG00000227360	RP11-518I13.1	lincRNA	NA
ENSG00000271265	RP11-230C9.4	lincRNA	NA
ENSG00000271551	RP11-230C9.2	lincRNA	NA
ENSG00000271040	RP5-933K21.3	lincRNA	NA
ENSG00000236537	RP11-732M18.3	lincRNA	NA
ENSG00000226032	RP1-111C20.3	lincRNA	NA
ENSG00000224478	RP11-13P5.1	lincRNA	NA
ENSG00000231178	RP11-125D12.1	lincRNA	NA
ENSG00000234777	RP11-125D12.2	lincRNA	102724053
ENSG00000237927	RP3-393E18.2	lincRNA	105378085
ENSG00000236823	RP1-249F5.3	lincRNA	NA
ENSG00000270949	RP11-288H12.4	lincRNA	NA
ENSG00000230234	RP1-276N6.2	lincRNA	105378088
ENSG00000224477	RP1-81D8.3	lincRNA	NA
ENSG00000224371	RP11-235G24.1	lincRNA	NA
ENSG00000233342	RP11-235G24.3	lincRNA	NA
ENSG00000270419	CAHM	lincRNA	100526820
ENSG00000228692	RP5-826L7.1	lincRNA	NA
ENSG00000235538	RP1-230L10.1	lincRNA	NA
ENSG00000260422	RP1-155D22.2	lincRNA	NA
ENSG00000230627	RP1-155D22.1	lincRNA	NA
ENSG00000226739	RP11-347L18.1	lincRNA	NA
ENSG00000227455	RP11-300M24.1	lincRNA	NA
ENSG00000236627	RP11-252P19.1	lincRNA	NA
ENSG00000223942	RP11-252P19.2	lincRNA	NA
ENSG00000223414	LINC00473	lincRNA	NA
ENSG00000231297	SNORD45	lincRNA	NA
ENSG00000233365	RP4-655C5.4	lincRNA	101929297
ENSG00000231720	RP11-568A7.3	lincRNA	NA
ENSG00000228648	RP11-568A7.2	lincRNA	NA
ENSG00000272549	RP11-351J23.2	lincRNA	401286
ENSG00000203688	RP11-351J23.1	lincRNA	441178
ENSG00000235994	RP3-470B24.5	lincRNA	100128124
ENSG00000229921	KIF25-AS1	lincRNA	100505879
ENSG00000234768	RP11-503C24.1	lincRNA	NA
ENSG00000237987	RP11-503C24.2	lincRNA	105378137
ENSG00000228361	RP11-503C24.3	lincRNA	NA
ENSG00000234647	RP11-503C24.4	lincRNA	101929420
ENSG00000260771	RP1-39J2.1	lincRNA	NA
ENSG00000235815	RP1-125N5.2	lincRNA	NA
ENSG00000225879	RP3-495K2.3	lincRNA	NA
ENSG00000229720	RP3-495K2.2	lincRNA	101929460
ENSG00000234519	RP3-495K2.1	lincRNA	102724357
ENSG00000223485	RP11-417E7.1	lincRNA	101929484
ENSG00000261039	RP11-417E7.2	lincRNA	101929504
ENSG00000233085	XXyac-YX65C7_A.3	lincRNA	NA
ENSG00000226194	RP1-137D17.1	lincRNA	NA
ENSG00000272848	RP1-137D17.2	lincRNA	NA
ENSG00000229214	LINC00242	lincRNA	401288
ENSG00000231690	LINC00574	lincRNA	80069
ENSG00000236173	RP1-182D15.2	lincRNA	NA
ENSG00000273100	RP11-302L19.3	lincRNA	NA
ENSG00000271820	RP5-894D12.5	lincRNA	285804
ENSG00000227508	RP5-894D12.3	lincRNA	NA
ENSG00000271234	RP5-894D12.4	lincRNA	NA
ENSG00000234986	XX-C2158C12.1	lincRNA	NA
ENSG00000213863	XX-C2158C12.2	lincRNA	NA
ENSG00000230423	XX-C2158C6.1	lincRNA	NA
ENSG00000225532	XX-C2158C6.3	lincRNA	NA
ENSG00000232325	AC093627.7	lincRNA	NA
ENSG00000242611	AC093627.8	lincRNA	NA
ENSG00000242474	AC093627.9	lincRNA	NA
ENSG00000240859	AC093627.10	lincRNA	100507642
ENSG00000261795	RP11-90P13.1	lincRNA	NA
ENSG00000239715	AC093627.11	lincRNA	105375115
ENSG00000248767	WI2-2373I1.2	lincRNA	100288524
ENSG00000249574	AC226118.1	lincRNA	442497
ENSG00000234471	AC147651.1	lincRNA	NA
ENSG00000223855	AC147651.3	lincRNA	441307
ENSG00000233082	AC073094.4	lincRNA	NA
ENSG00000273230	RP11-1246C19.1	lincRNA	NA
ENSG00000230487	PSMG3-AS1	lincRNA	114796
ENSG00000231476	AC074389.5	lincRNA	NA
ENSG00000234977	AC074389.7	lincRNA	NA
ENSG00000236081	AC074389.9	lincRNA	101927125
ENSG00000230914	AC004840.8	lincRNA	NA
ENSG00000175873	AC004840.9	lincRNA	NA
ENSG00000228334	AC024028.1	lincRNA	NA
ENSG00000231892	AC073316.2	lincRNA	NA
ENSG00000273313	RBAKDN	lincRNA	389458
ENSG00000272953	RP11-1275H24.2	lincRNA	NA
ENSG00000234432	RP11-1275H24.1	lincRNA	100129484
ENSG00000273084	RP11-1275H24.3	lincRNA	NA
ENSG00000230733	AC092171.4	lincRNA	NA
ENSG00000231704	AC004895.4	lincRNA	NA
ENSG00000260054	RP11-611L7.1	lincRNA	NA
ENSG00000230825	AC005532.5	lincRNA	101927354
ENSG00000272732	RP5-1159O4.2	lincRNA	NA
ENSG00000272894	RP5-1159O4.1	lincRNA	NA
ENSG00000272745	RP5-1007H16.1	lincRNA	NA
ENSG00000234718	AC007161.5	lincRNA	NA
ENSG00000272328	RP4-594A5.1	lincRNA	NA
ENSG00000234710	AC060834.3	lincRNA	NA
ENSG00000235431	AC006373.1	lincRNA	NA
ENSG00000236414	AC004535.2	lincRNA	NA
ENSG00000271185	RP5-855F16.1	lincRNA	NA
ENSG00000226690	AC005281.1	lincRNA	102725191
ENSG00000229233	AC011891.5	lincRNA	NA
ENSG00000229618	AC011288.2	lincRNA	NA
ENSG00000237713	AC006000.5	lincRNA	NA
ENSG00000224330	AC005019.3	lincRNA	NA
ENSG00000227489	AC006458.3	lincRNA	NA
ENSG00000229108	AC005550.4	lincRNA	NA
ENSG00000225974	AC005550.5	lincRNA	NA
ENSG00000229379	AC006041.1	lincRNA	NA
ENSG00000273477	RP11-196O16.1	lincRNA	NA
ENSG00000272537	GS1-166A23.1	lincRNA	NA
ENSG00000272361	GS1-166A23.2	lincRNA	NA
ENSG00000236318	AC019117.1	lincRNA	102659288
ENSG00000236039	AC019117.2	lincRNA	101927630
ENSG00000226598	AC017060.1	lincRNA	NA
ENSG00000228675	AC006482.1	lincRNA	NA
ENSG00000223838	AC007091.1	lincRNA	NA
ENSG00000237921	AC004543.2	lincRNA	NA
ENSG00000267055	RP11-486P11.1	lincRNA	NA
ENSG00000233834	AC005083.1	lincRNA	100506098
ENSG00000226097	AC099342.1	lincRNA	101927769
ENSG00000232790	AC006481.1	lincRNA	104355138
ENSG00000238033	AC002480.2	lincRNA	NA
ENSG00000228649	AC005682.5	lincRNA	NA
ENSG00000235664	AC005682.8	lincRNA	NA
ENSG00000230658	KLHL7-AS1	lincRNA	100775104
ENSG00000226816	AC005082.12	lincRNA	NA
ENSG00000227930	AC009508.1	lincRNA	NA
ENSG00000233824	AC003985.1	lincRNA	NA
ENSG00000260951	RP5-978I12.1	lincRNA	NA
ENSG00000227386	AC091705.1	lincRNA	NA
ENSG00000223561	AC003090.1	lincRNA	646588
ENSG00000270933	CTD-2227E11.1	lincRNA	NA
ENSG00000214870	AC004540.5	lincRNA	NA
ENSG00000233760	AC004947.2	lincRNA	100506289
ENSG00000270182	RP1-170O19.21	lincRNA	NA
ENSG00000253508	RP1-170O19.14	lincRNA	NA
ENSG00000253308	RP1-170O19.17	lincRNA	NA
ENSG00000224322	AC004009.3	lincRNA	NA
ENSG00000228421	AC005013.5	lincRNA	NA
ENSG00000227017	AC007036.6	lincRNA	NA
ENSG00000196295	AC005154.6	lincRNA	401320
ENSG00000264520	RP4-777O23.2	lincRNA	NA
ENSG00000263683	RP4-777O23.1	lincRNA	NA
ENSG00000231418	AC006380.3	lincRNA	NA
ENSG00000273014	RP11-225B17.2	lincRNA	NA
ENSG00000272905	RP11-265E18.1	lincRNA	NA
ENSG00000236494	RP11-89N17.4	lincRNA	NA
ENSG00000233219	RP11-89N17.3	lincRNA	NA
ENSG00000236212	AC009262.2	lincRNA	NA
ENSG00000226063	AC009531.2	lincRNA	NA
ENSG00000235464	AC007652.1	lincRNA	NA
ENSG00000227544	AC018647.3	lincRNA	100506725
ENSG00000228878	AC007551.3	lincRNA	101928545
ENSG00000232930	AC083864.3	lincRNA	NA
ENSG00000272984	RP11-85E16.1	lincRNA	NA
ENSG00000229424	AC007349.4	lincRNA	NA
ENSG00000235728	AC007349.5	lincRNA	NA
ENSG00000272908	RP11-121A8.1	lincRNA	NA
ENSG00000188185	LINC00265	lincRNA	349114
ENSG00000232458	AC005029.1	lincRNA	101928744
ENSG00000224017	AC005022.1	lincRNA	101928773
ENSG00000238284	AC027269.2	lincRNA	101928795
ENSG00000231539	AC010132.10	lincRNA	NA
ENSG00000261019	RP11-111K18.2	lincRNA	NA
ENSG00000232006	AC005537.2	lincRNA	NA
ENSG00000228434	AC004951.6	lincRNA	NA
ENSG00000235314	LINC00957	lincRNA	NA
ENSG00000232956	SNHG15	lincRNA	285958
ENSG00000225537	AC073325.1	lincRNA	NA
ENSG00000272556	RP11-638I8.1	lincRNA	NA
ENSG00000237471	AC073115.6	lincRNA	NA
ENSG00000229628	AC073115.7	lincRNA	NA
ENSG00000229459	AC023669.1	lincRNA	NA
ENSG00000237760	AC092657.2	lincRNA	NA
ENSG00000240355	AC004869.3	lincRNA	NA
ENSG00000230680	AC004869.2	lincRNA	105375266
ENSG00000232072	AC004901.1	lincRNA	NA
ENSG00000223829	AC004870.4	lincRNA	105375267
ENSG00000229192	AC004870.3	lincRNA	NA
ENSG00000236078	AC095067.1	lincRNA	101929086
ENSG00000228173	AC091770.3	lincRNA	NA
ENSG00000234686	AC010971.1	lincRNA	NA
ENSG00000231681	AC020743.3	lincRNA	NA
ENSG00000235620	AC020743.4	lincRNA	NA
ENSG00000236046	AC004920.3	lincRNA	NA
ENSG00000229403	RP4-718N17.2	lincRNA	NA
ENSG00000233960	RP11-153N17.1	lincRNA	NA
ENSG00000234105	GS1-278J22.1	lincRNA	NA
ENSG00000228627	GS1-278J22.2	lincRNA	105375283
ENSG00000205628	GS1-179L18.1	lincRNA	401337
ENSG00000238131	RP11-806J6.1	lincRNA	107986739
ENSG00000231427	RP11-436F9.1	lincRNA	102723605
ENSG00000228735	GS1-18A18.2	lincRNA	NA
ENSG00000233977	RP11-310H4.2	lincRNA	NA
ENSG00000231394	RP11-310H4.3	lincRNA	NA
ENSG00000225488	RP11-760D2.1	lincRNA	100240728
ENSG00000261275	RP11-760D2.11	lincRNA	NA
ENSG00000233288	RP11-760D2.5	lincRNA	101928401
ENSG00000234089	RP11-1217F2.15	lincRNA	105375297
ENSG00000227148	RP11-196D18.1	lincRNA	NA
ENSG00000226587	RP5-905H7.9	lincRNA	NA
ENSG00000229301	RP5-905H7.8	lincRNA	NA
ENSG00000230600	RP11-73B2.2	lincRNA	NA
ENSG00000232817	RP11-73B2.4	lincRNA	NA
ENSG00000227305	RP11-340I6.3	lincRNA	NA
ENSG00000234387	RP11-340I6.1	lincRNA	NA
ENSG00000236299	RP11-340I6.7	lincRNA	NA
ENSG00000226581	RP11-340I6.8	lincRNA	107986806
ENSG00000229881	RP11-321E8.4	lincRNA	NA
ENSG00000238124	RP11-667F9.2	lincRNA	NA
ENSG00000179406	LINC00174	lincRNA	NA
ENSG00000223473	GS1-124K5.3	lincRNA	NA
ENSG00000237310	GS1-124K5.4	lincRNA	100289098
ENSG00000229180	GS1-124K5.11	lincRNA	NA
ENSG00000273142	RP11-458F8.4	lincRNA	NA
ENSG00000273448	RP11-166O4.6	lincRNA	NA
ENSG00000235475	RP11-166O4.5	lincRNA	NA
ENSG00000233423	RP4-736H5.3	lincRNA	NA
ENSG00000225209	RP11-358M3.1	lincRNA	102723427
ENSG00000236531	RP5-945F2.2	lincRNA	NA
ENSG00000226829	RP5-945F2.3	lincRNA	NA
ENSG00000233689	RP11-123O1.1	lincRNA	105375342
ENSG00000236839	RP11-3P22.1	lincRNA	NA
ENSG00000225718	RP11-3P22.2	lincRNA	NA
ENSG00000234215	RP5-942I16.1	lincRNA	100507468
ENSG00000261467	RP11-731K22.1	lincRNA	NA
ENSG00000273069	RP5-1186P10.2	lincRNA	NA
ENSG00000231183	AC007003.1	lincRNA	NA
ENSG00000225703	AC005522.7	lincRNA	NA
ENSG00000273341	RP5-899E9.1	lincRNA	NA
ENSG00000214293	RSBN1L-AS1	lincRNA	100505854
ENSG00000234223	AC003988.1	lincRNA	NA
ENSG00000234113	AC008163.4	lincRNA	NA
ENSG00000233491	AC010091.1	lincRNA	100128317
ENSG00000235139	AC003984.1	lincRNA	101927378
ENSG00000232019	AC074183.4	lincRNA	NA
ENSG00000225128	LINC00972	lincRNA	105375380
ENSG00000261462	CTA-254O6.1	lincRNA	NA
ENSG00000182165	TP53TG1	lincRNA	11257
ENSG00000264868	CTB-167B5.2	lincRNA	NA
ENSG00000233420	AC002127.4	lincRNA	NA
ENSG00000227863	AC002383.2	lincRNA	NA
ENSG00000238358	RP5-1121E10.2	lincRNA	NA
ENSG00000225498	AC002064.5	lincRNA	NA
ENSG00000243144	RP11-115N4.1	lincRNA	NA
ENSG00000235450	RP11-142A5.1	lincRNA	NA
ENSG00000223665	CTB-111F10.1	lincRNA	NA
ENSG00000236453	AC003092.1	lincRNA	NA
ENSG00000236938	AC003092.2	lincRNA	NA
ENSG00000233942	AC004012.1	lincRNA	NA
ENSG00000272377	RP11-682N22.1	lincRNA	NA
ENSG00000244219	GS1-259H13.2	lincRNA	100289187
ENSG00000225807	RP11-44M6.1	lincRNA	NA
ENSG00000233123	LINC01007	lincRNA	100506527
ENSG00000225329	RP11-325F22.5	lincRNA	723809
ENSG00000237513	RP11-325F22.2	lincRNA	NA
ENSG00000267052	CTB-30L5.1	lincRNA	NA
ENSG00000228742	RP5-884M6.1	lincRNA	NA
ENSG00000225647	AC005487.2	lincRNA	105375448
ENSG00000229603	AC004014.3	lincRNA	NA
ENSG00000230941	AC002386.1	lincRNA	NA
ENSG00000234273	AC073071.1	lincRNA	NA
ENSG00000226965	AC003088.1	lincRNA	105375451
ENSG00000223646	AC002463.3	lincRNA	101928012
ENSG00000234520	AC018464.3	lincRNA	101928036
ENSG00000233607	AC068610.5	lincRNA	104355291
ENSG00000225535	AC068610.3	lincRNA	102724386
ENSG00000242072	RP11-458K10.1	lincRNA	NA
ENSG00000240973	RP11-458K10.2	lincRNA	100506489
ENSG00000243345	RP11-458K10.3	lincRNA	102724407
ENSG00000237870	AC073130.1	lincRNA	102724434
ENSG00000231210	AC006159.3	lincRNA	NA
ENSG00000234826	AC003084.2	lincRNA	NA
ENSG00000225546	RP11-328J2.1	lincRNA	105375475
ENSG00000233417	RP4-742N3.1	lincRNA	NA
ENSG00000233969	RP5-1006K12.1	lincRNA	105375476
ENSG00000227743	RP4-745K6.1	lincRNA	NA
ENSG00000234418	RP11-560I19.1	lincRNA	NA
ENSG00000226680	RP11-61D3.1	lincRNA	NA
ENSG00000243574	RP11-264K23.1	lincRNA	NA
ENSG00000241324	RP5-921G16.2	lincRNA	NA
ENSG00000224899	RP11-3B12.5	lincRNA	105375486
ENSG00000237764	RP11-3B12.2	lincRNA	101928283
ENSG00000219445	RP11-3B12.3	lincRNA	101928254
ENSG00000227869	RP11-807H17.1	lincRNA	NA
ENSG00000197462	AC005276.1	lincRNA	NA
ENSG00000226770	AC000124.1	lincRNA	100506682
ENSG00000272915	RP11-62J1.4	lincRNA	NA
ENSG00000273270	RP11-212P7.2	lincRNA	NA
ENSG00000271553	RP11-274B21.10	lincRNA	NA
ENSG00000270810	RP11-274B21.8	lincRNA	NA
ENSG00000271344	RP11-274B21.9	lincRNA	NA
ENSG00000239815	RP11-309L24.4	lincRNA	NA
ENSG00000272899	RP11-309L24.9	lincRNA	100130705
ENSG00000273329	RP11-448A19.1	lincRNA	NA
ENSG00000242078	RP11-738B7.1	lincRNA	NA
ENSG00000259920	RP11-2E11.5	lincRNA	NA
ENSG00000271522	RP11-36B6.1	lincRNA	NA
ENSG00000233559	AC016831.7	lincRNA	NA
ENSG00000226380	MIR29B1	lincRNA	378805
ENSG00000271204	RP11-138A9.1	lincRNA	NA
ENSG00000273319	RP11-138A9.2	lincRNA	NA
ENSG00000224865	AC009518.4	lincRNA	101928782
ENSG00000229177	AC008154.5	lincRNA	NA
ENSG00000273297	RP11-38M8.1	lincRNA	105375519
ENSG00000224375	AC009276.4	lincRNA	NA
ENSG00000230649	AC024084.1	lincRNA	NA
