ensembl_id	entrezgene_id	genesymbol	biotype	Length
50804	ENSG00000264400	NA	RN7SL491P	misc_RNA	265
50805	ENSG00000264402	NA	MIR548AL	miRNA	97
50806	ENSG00000264405	NA	MIR3913-2	miRNA	102
50807	ENSG00000264406	NA	MIR548AP	miRNA	96
50808	ENSG00000264407	NA	RN7SL528P	misc_RNA	274
50809	ENSG00000264408	NA	MIR4470	miRNA	72
50810	ENSG00000264409	NA	AC113195.1	miRNA	78
50811	ENSG00000264410	NA	AL121931.1	miRNA	90
50812	ENSG00000264413	NA	MIR5088	miRNA	84
50813	ENSG00000264419	NA	MIR548AC	miRNA	88
50814	ENSG00000264420	NA	AL158111.1	miRNA	87
50815	ENSG00000264421	NA	RP11-401F2.4	antisense	380
50816	ENSG00000264422	NA	RP11-434D2.12	lincRNA	353
50817	ENSG00000264423	NA	RN7SL718P	misc_RNA	283
50818	ENSG00000264424	4622	MYH4	protein_coding	6016
50819	ENSG00000264425	NA	MIR4653	miRNA	83
50820	ENSG00000264426	NA	MIR4283-1	miRNA	80
50821	ENSG00000264429	NA	MIR3183	miRNA	84
50822	ENSG00000264431	NA	RP11-285M22.2	pseudogene	1218
50823	ENSG00000264433	NA	RP11-720L2.3	lincRNA	268
50824	ENSG00000264434	NA	CTD-2006O16.2	antisense	464
50825	ENSG00000264435	NA	RP11-338L22.3	pseudogene	514
50826	ENSG00000264437	NA	AC091517.1	miRNA	87
50827	ENSG00000264438	NA	RN7SL560P	misc_RNA	260
50828	ENSG00000264439	NA	AL136001.1	miRNA	86
50829	ENSG00000264441	NA	AC006539.1	miRNA	91
50830	ENSG00000264442	NA	RN7SL119P	misc_RNA	260
50831	ENSG00000264443	NA	RP4-594I10.3	lincRNA	370
50832	ENSG00000264444	NA	SDHCP1	pseudogene	512
50833	ENSG00000264445	NA	AC087269.2	miRNA	85
50834	ENSG00000264447	NA	AL445256.1	miRNA	124
50835	ENSG00000264448	NA	MIR378D2	lincRNA	949
50836	ENSG00000264449	NA	RP11-945C19.4	antisense	172
50837	ENSG00000264451	NA	RP11-433M22.2	lincRNA	701
50838	ENSG00000264452	NA	snoZ6	snoRNA	32
50839	ENSG00000264453	NA	AC003006.1	miRNA	86
50840	ENSG00000264454	NA	AL049745.1	miRNA	70
50841	ENSG00000264455	NA	MIR4721	miRNA	31
50842	ENSG00000264456	NA	RP11-848P1.2	sense_intronic	1661
50843	ENSG00000264458	NA	RP11-220C2.1	antisense	373
50844	ENSG00000264461	NA	RN7SL179P	misc_RNA	282
50845	ENSG00000264462	NA	MIR3648	miRNA	180
50846	ENSG00000264463	NA	AC090133.1	miRNA	84
50847	ENSG00000264464	101928144	RP11-110H1.8	lincRNA	2190
50848	ENSG00000264465	NA	AC008938.1	miRNA	100
50849	ENSG00000264467	NA	RN7SL29P	misc_RNA	289
50850	ENSG00000264468	NA	MIR4520A	miRNA	70
50851	ENSG00000264469	NA	RP11-173M1.8	lincRNA	1284
50852	ENSG00000264470	NA	MIR4794	miRNA	77
50853	ENSG00000264471	NA	MIR4467	miRNA	63
50854	ENSG00000264472	NA	RP11-861L17.3	protein_coding	559
50855	ENSG00000264473	NA	hsa-mir-4538	miRNA	78
50856	ENSG00000264474	NA	MIR4656	miRNA	75
50857	ENSG00000264475	NA	RP11-76K13.3	antisense	494
50858	ENSG00000264477	NA	MIR5682	miRNA	76
50859	ENSG00000264478	NA	AC100767.1	miRNA	70
50860	ENSG00000264479	NA	AC023824.1	miRNA	66
50861	ENSG00000264480	NA	MIR4714	miRNA	77
50862	ENSG00000264482	NA	MIR4705	miRNA	71
50863	ENSG00000264483	NA	MIR5008	miRNA	94
50864	ENSG00000264484	NA	RN7SL697P	misc_RNA	297
50865	ENSG00000264485	NA	RN7SL627P	misc_RNA	301
50866	ENSG00000264488	NA	RP11-605F20.1	lincRNA	265
50867	ENSG00000264490	NA	WI2-87327B8.1	lincRNA	1918
50868	ENSG00000264491	NA	RP11-349A8.3	antisense	460
50869	ENSG00000264493	NA	MIR4298	miRNA	73
50870	ENSG00000264494	NA	MIR4650-2	miRNA	76
50871	ENSG00000264496	NA	AC108218.1	miRNA	102
50872	ENSG00000264497	NA	RP11-640N20.5	pseudogene	115
50873	ENSG00000264502	NA	AC024590.1	miRNA	73
50874	ENSG00000264503	NA	RP11-856M7.7	pseudogene	145
50875	ENSG00000264505	NA	MIR4534	miRNA	60
50876	ENSG00000264508	NA	RN7SL473P	misc_RNA	297
50877	ENSG00000264510	NA	BX649553.3	miRNA	74
50878	ENSG00000264511	NA	MIR3678	miRNA	94
50879	ENSG00000264512	NA	MIR5692A2	miRNA	69
50880	ENSG00000264513	NA	RP11-556O9.2	antisense	478
50881	ENSG00000264514	NA	RP11-720L2.4	lincRNA	324
50882	ENSG00000264515	NA	CTC-525D6.1	processed_transcript	2582
50883	ENSG00000264518	NA	AC017028.4	miRNA	94
50884	ENSG00000264519	NA	RN7SL596P	misc_RNA	284
50885	ENSG00000264520	NA	RP4-777O23.2	lincRNA	368
50886	ENSG00000264523	NA	RP11-158I9.7	antisense	2514
50887	ENSG00000264525	NA	MIR4778	miRNA	80
50888	ENSG00000264526	NA	AL136123.1	miRNA	81
50889	ENSG00000264527	NA	WI2-1959D15.1	lincRNA	1228
50890	ENSG00000264529	NA	RP11-556O9.3	pseudogene	652
50891	ENSG00000264530	NA	RN7SL25P	misc_RNA	257
50892	ENSG00000264531	NA	RN7SL641P	misc_RNA	234
50893	ENSG00000264534	NA	MIR378B	miRNA	57
50894	ENSG00000264535	NA	AC093788.1	miRNA	95
50895	ENSG00000264536	NA	MIR5706	miRNA	80
50896	ENSG00000264538	NA	SUZ12P	pseudogene	3776
50897	ENSG00000264539	NA	MIR548AR	miRNA	57
50898	ENSG00000264540	NA	RN7SL405P	misc_RNA	286
50899	ENSG00000264541	NA	AL162381.1	miRNA	70
50900	ENSG00000264542	NA	AP001282.1	miRNA	144
50901	ENSG00000264543	NA	RP11-744K17.7	pseudogene	214
50902	ENSG00000264544	NA	AL355512.2	miRNA	98
50903	ENSG00000264546	NA	RP11-464D20.6	sense_intronic	1707
50904	ENSG00000264548	NA	RP13-516M14.2	antisense	2368
50905	ENSG00000264551	NA	AC099791.1	miRNA	91
50906	ENSG00000264553	NA	MIR4257	miRNA	86
50907	ENSG00000264554	NA	RN7SL793P	misc_RNA	294
50908	ENSG00000264559	NA	MIR3162	miRNA	82
50909	ENSG00000264560	NA	AC073973.1	miRNA	101
50910	ENSG00000264562	NA	RP11-1109M24.12	pseudogene	343
50911	ENSG00000264563	NA	MIR4633	miRNA	79
50912	ENSG00000264564	NA	RP11-61D1.2	pseudogene	130
50913	ENSG00000264566	NA	MIR23C	miRNA	100
50914	ENSG00000264567	NA	AL391803.1	miRNA	101
50915	ENSG00000264569	NA	RP13-650J16.1	antisense	709
50916	ENSG00000264570	NA	SNX19P3	pseudogene	2975
50917	ENSG00000264571	NA	MIR4529	miRNA	78
50918	ENSG00000264572	NA	MIR4296	miRNA	88
50919	ENSG00000264573	NA	RN7SL15P	misc_RNA	295
50920	ENSG00000264574	NA	MIR1254-2	miRNA	63
50921	ENSG00000264575	NA	LINC00526	lincRNA	1102
50922	ENSG00000264576	NA	AC104012.1	miRNA	85
50923	ENSG00000264577	NA	AC010761.8	antisense	672
50924	ENSG00000264580	NA	MIR5692B	miRNA	87
50925	ENSG00000264582	NA	RN7SL326P	misc_RNA	294
50926	ENSG00000264583	NA	MIR4487	miRNA	73
50927	ENSG00000264584	NA	RN7SL600P	misc_RNA	297
50928	ENSG00000264585	100616436	MIR4449	miRNA	66
50929	ENSG00000264587	NA	RP11-784B15.1	lincRNA	986
50930	ENSG00000264588	NA	RN7SL872P	misc_RNA	269
50931	ENSG00000264589	NA	MAPT-AS1	antisense	1544
50932	ENSG00000264590	NA	RN7SL512P	misc_RNA	246
50933	ENSG00000264592	NA	RN7SL131P	misc_RNA	254
50934	ENSG00000264594	NA	MIR4640	miRNA	90
50935	ENSG00000264595	NA	RP11-94B19.5	lincRNA	594
50936	ENSG00000264596	NA	RP11-678G15.1	sense_intronic	1613
50937	ENSG00000264598	NA	RP1-29G21.1	sense_intronic	427
50938	ENSG00000264600	NA	RN7SL595P	misc_RNA	263
50939	ENSG00000264603	NA	MIR3159	miRNA	74
50940	ENSG00000264604	NA	AL158069.1	miRNA	119
50941	ENSG00000264605	NA	AC004895.1	miRNA	70
50942	ENSG00000264607	NA	MIR3173	miRNA	68
50943	ENSG00000264608	NA	RP11-192H23.8	sense_intronic	458
50944	ENSG00000264609	NA	AL603910.1	miRNA	85
50945	ENSG00000264610	NA	MIR4685	miRNA	69
50946	ENSG00000264612	NA	AP000539.1	miRNA	83
50947	ENSG00000264613	NA	RN7SL290P	misc_RNA	298
50948	ENSG00000264614	NA	hsa-mir-5588	miRNA	63
50949	ENSG00000264615	NA	RN7SL592P	misc_RNA	279
50950	ENSG00000264616	NA	MIR4755	miRNA	72
50951	ENSG00000264617	NA	AC144838.3	pseudogene	538
50952	ENSG00000264618	NA	RN7SL732P	misc_RNA	298
50953	ENSG00000264620	NA	AL139022.1	miRNA	100
50954	ENSG00000264621	NA	MIR5591	miRNA	65
50955	ENSG00000264622	NA	RP11-642M2.1	lincRNA	469
50956	ENSG00000264623	NA	MIR4796	miRNA	81
50957	ENSG00000264625	NA	RN7SL859P	misc_RNA	297
50958	ENSG00000264626	NA	RN7SL769P	misc_RNA	297
50959	ENSG00000264627	NA	RN7SL820P	misc_RNA	297
50960	ENSG00000264628	NA	RN7SL565P	misc_RNA	282
50961	ENSG00000264629	NA	D87007.1	miRNA	36
50962	ENSG00000264630	NA	RP11-4F22.2	antisense	2647
50963	ENSG00000264631	NA	RN7SL742P	misc_RNA	286
50964	ENSG00000264633	NA	MIR4271	miRNA	46
50965	ENSG00000264634	NA	RP11-659F24.1	lincRNA	440
50966	ENSG00000264635	NA	RP11-769O8.3	sense_intronic	1248
50967	ENSG00000264637	NA	AC110283.1	miRNA	86
50968	ENSG00000264638	NA	MIR3152	miRNA	74
50969	ENSG00000264641	NA	AL354928.1	miRNA	100
50970	ENSG00000264642	NA	AC005088.1	miRNA	86
50971	ENSG00000264643	NA	RP11-118G23.2	lincRNA	307
50972	ENSG00000264644	NA	KRT18P8	pseudogene	1246
50973	ENSG00000264645	NA	AC010528.1	miRNA	134
50974	ENSG00000264647	NA	RP11-68I3.7	antisense	278
50975	ENSG00000264650	NA	AL359473.1	miRNA	52
50976	ENSG00000264653	NA	MIR5194	miRNA	120
50977	ENSG00000264655	NA	CTD-2267D19.4	pseudogene	487
50978	ENSG00000264657	NA	hsa-mir-3171	miRNA	74
50979	ENSG00000264658	NA	MIR4798	miRNA	75
50980	ENSG00000264659	NA	CTD-2006K23.2	antisense	523
50981	ENSG00000264660	NA	RP11-381P6.1	antisense	621
50982	ENSG00000264661	NA	MIR3200	miRNA	85
50983	ENSG00000264662	NA	RP11-283C24.2	pseudogene	11
50984	ENSG00000264663	NA	KRT8P34	pseudogene	1044
50985	ENSG00000264666	NA	RP11-524F11.2	antisense	253
50986	ENSG00000264667	NA	AL137224.1	miRNA	103
50987	ENSG00000264669	NA	AL136090.1	miRNA	123
50988	ENSG00000264671	NA	AP006477.1	miRNA	70
50989	ENSG00000264672	NA	RP11-112H10.4	antisense	468
50990	ENSG00000264673	NA	RP11-92B11.3	antisense	352
50991	ENSG00000264675	NA	MIR4285	miRNA	85
50992	ENSG00000264676	NA	RN7SL204P	misc_RNA	258
50993	ENSG00000264677	NA	AL355490.2	miRNA	105
50994	ENSG00000264678	NA	MIR3140	miRNA	90
50995	ENSG00000264679	NA	AC092104.2	miRNA	82
50996	ENSG00000264680	NA	hsa-mir-3669	miRNA	81
50997	ENSG00000264681	NA	AL445665.2	miRNA	67
50998	ENSG00000264684	NA	MIR4773-1	miRNA	78
50999	ENSG00000264685	NA	PRPF19P1	pseudogene	898
51000	ENSG00000264686	NA	AC104458.1	miRNA	102
51001	ENSG00000264687	NA	AL050335.1	miRNA	101
51002	ENSG00000264689	NA	RP11-19P22.2	pseudogene	262
51003	ENSG00000264690	NA	RN7SL534P	misc_RNA	274
51004	ENSG00000264691	NA	AP001427.1	miRNA	101
51005	ENSG00000264693	NA	RP11-63N3.1	lincRNA	661
51006	ENSG00000264694	NA	AC092122.1	miRNA	70
51007	ENSG00000264695	NA	RP11-178F10.2	lincRNA	459
51008	ENSG00000264696	NA	AC108078.1	miRNA	104
51009	ENSG00000264697	NA	RP11-585K6.2	pseudogene	154
51010	ENSG00000264698	NA	MIR4255	miRNA	72
51011	ENSG00000264699	NA	RP11-421N8.2	lincRNA	496
51012	ENSG00000264700	NA	RN7SL588P	misc_RNA	287
51013	ENSG00000264701	NA	RP11-6N17.10	antisense	441
51014	ENSG00000264702	NA	AC231656.1	miRNA	83
51015	ENSG00000264703	NA	MIR4752	miRNA	72
51016	ENSG00000264705	NA	RP11-674P19.2	lincRNA	2074
51017	ENSG00000264706	NA	RN7SL217P	misc_RNA	275
51018	ENSG00000264707	NA	RP11-760N9.1	lincRNA	2044
51019	ENSG00000264710	NA	RN7SL453P	misc_RNA	284
51020	ENSG00000264711	NA	AC007919.1	miRNA	81
51021	ENSG00000264712	NA	MIR4504	miRNA	92
51022	ENSG00000264713	NA	AC106878.1	miRNA	87
51023	ENSG00000264714	NA	RP11-21G15.1	pseudogene	3016
51024	ENSG00000264715	NA	AC104996.1	miRNA	86
51025	ENSG00000264716	NA	AC106827.2	miRNA	101
51026	ENSG00000264718	NA	AC007050.1	miRNA	82
51027	ENSG00000264720	NA	MIR3117	miRNA	78
51028	ENSG00000264721	NA	AC104592.1	miRNA	92
51029	ENSG00000264722	NA	MIR3670-2	miRNA	65
51030	ENSG00000264724	NA	AC099332.1	miRNA	86
51031	ENSG00000264725	NA	MIR3129	miRNA	76
51032	ENSG00000264726	NA	AL162711.1	miRNA	70
51033	ENSG00000264727	NA	RP11-680C21.1	lincRNA	2607
51034	ENSG00000264729	NA	RP11-219A15.2	lincRNA	302
51035	ENSG00000264730	NA	AC017028.5	miRNA	94
51036	ENSG00000264731	NA	RN7SL175P	misc_RNA	259
51037	ENSG00000264733	NA	MIR4718	miRNA	51
51038	ENSG00000264734	NA	RP11-260A9.6	lincRNA	720
51039	ENSG00000264735	NA	RP11-498C9.17	lincRNA	958
51040	ENSG00000264736	NA	BDP1P	pseudogene	1990
51041	ENSG00000264737	NA	MIR4511	miRNA	87
51042	ENSG00000264739	NA	RP11-138I1.2	antisense	1874
51043	ENSG00000264740	NA	AC008064.1	miRNA	73
51044	ENSG00000264741	NA	MIR4505	miRNA	73
51045	ENSG00000264742	NA	AL021920.1	miRNA	74
51046	ENSG00000264743	NA	DPRXP4	pseudogene	568
51047	ENSG00000264744	NA	MIR3689C	miRNA	72
51048	ENSG00000264745	NA	RP11-403A21.2	antisense	817
51049	ENSG00000264746	NA	AC004552.1	miRNA	98
51050	ENSG00000264747	NA	MIR3924	miRNA	81
51051	ENSG00000264749	NA	AC011313.1	miRNA	87
51052	ENSG00000264750	NA	RP11-277J6.2	antisense	173
51053	ENSG00000264752	NA	RN7SL90P	misc_RNA	276
51054	ENSG00000264753	NA	AL390036.1	miRNA	119
51055	ENSG00000264754	NA	CTD-2653B5.1	sense_intronic	612
51056	ENSG00000264755	NA	MIR3131	miRNA	63
51057	ENSG00000264756	NA	RN7SL805P	misc_RNA	302
51058	ENSG00000264757	NA	MIR3198-1	miRNA	80
51059	ENSG00000264758	NA	RN7SL161P	misc_RNA	274
51060	ENSG00000264760	NA	MIR3141	miRNA	61
51061	ENSG00000264761	NA	RN7SL43P	misc_RNA	289
51062	ENSG00000264763	100422909	MIR4295	miRNA	85
51063	ENSG00000264764	NA	MIR4772	miRNA	78
51064	ENSG00000264765	NA	RP11-92B11.4	lincRNA	771
51065	ENSG00000264766	NA	AC079756.1	miRNA	107
51066	ENSG00000264767	NA	RN7SL237P	misc_RNA	305
51067	ENSG00000264769	NA	RP11-498C9.12	antisense	339
51068	ENSG00000264771	NA	AC022819.1	miRNA	93
51069	ENSG00000264773	NA	MIR4420	miRNA	77
51070	ENSG00000264774	NA	AC099669.1	miRNA	86
51071	ENSG00000264775	NA	PPIAP14	pseudogene	458
51072	ENSG00000264779	NA	AC107871.1	miRNA	47
51073	ENSG00000264781	NA	hsa-mir-4537	miRNA	70
51074	ENSG00000264783	NA	BX664739.1	miRNA	70
51075	ENSG00000264785	NA	RP11-311F12.2	antisense	348
51076	ENSG00000264788	NA	MIR3148	miRNA	77
51077	ENSG00000264790	NA	RP11-26N15.2	lincRNA	922
51078	ENSG00000264791	NA	CTC-304I17.2	antisense	375
51079	ENSG00000264792	NA	MIR4637	miRNA	84
51080	ENSG00000264793	NA	MIR4771-2	miRNA	74
51081	ENSG00000264794	NA	AC024996.1	miRNA	86
51082	ENSG00000264796	NA	MIR5009	miRNA	100
51083	ENSG00000264797	NA	AL356756.1	miRNA	104
51084	ENSG00000264798	NA	AC105381.1	miRNA	90
51085	ENSG00000264799	NA	AC009892.1	miRNA	72
51086	ENSG00000264800	NA	MIR4294	miRNA	76
51087	ENSG00000264801	NA	RP11-149I2.5	pseudogene	1551
51088	ENSG00000264802	NA	MIR5191	miRNA	120
51089	ENSG00000264803	NA	MIR378C	miRNA	81
51090	ENSG00000264804	NA	AC098848.1	miRNA	103
51091	ENSG00000264808	NA	MIR4523	antisense	589
51092	ENSG00000264809	NA	AL513344.1	miRNA	100
51093	ENSG00000264810	NA	MIR4441	miRNA	100
51094	ENSG00000264811	NA	RP11-1109M24.14	pseudogene	334
51095	ENSG00000264812	NA	RP13-20L14.4	sense_intronic	680
51096	ENSG00000264814	NA	MIR1273C	miRNA	77
51097	ENSG00000264815	NA	AF130343.1	miRNA	111
51098	ENSG00000264819	NA	BX649553.4	miRNA	74
51099	ENSG00000264823	NA	MIR3154	miRNA	84
51100	ENSG00000264824	NA	hsa-mir-5571	miRNA	113
51101	ENSG00000264825	NA	RP11-627G18.4	lincRNA	366
51102	ENSG00000264829	NA	RP11-474I11.8	antisense	352
51103	ENSG00000264831	NA	MIR4260	miRNA	61
51104	ENSG00000264833	NA	RN7SL468P	misc_RNA	294
51105	ENSG00000264834	NA	MIR1273F	miRNA	99
51106	ENSG00000264835	NA	RN7SL345P	misc_RNA	272
51107	ENSG00000264837	NA	VN1R71P	pseudogene	823
51108	ENSG00000264838	NA	AP003305.1	miRNA	90
51109	ENSG00000264840	NA	RN7SL404P	misc_RNA	281
51110	ENSG00000264841	NA	AC134729.1	miRNA	82
51111	ENSG00000264843	NA	RP11-856M7.2	antisense	452
51112	ENSG00000264844	NA	AC018767.1	miRNA	119
51113	ENSG00000264845	NA	RP11-465I4.3	pseudogene	612
51114	ENSG00000264849	NA	AC019198.1	miRNA	98
51115	ENSG00000264850	NA	MIR4310	miRNA	57
51116	ENSG00000264853	NA	RP11-16C1.2	sense_intronic	2420
51117	ENSG00000264855	NA	AL590763.1	miRNA	103
51118	ENSG00000264856	NA	RN7SL206P	misc_RNA	309
51119	ENSG00000264857	NA	MIR5696	miRNA	85
51120	ENSG00000264858	NA	AL358134.2	miRNA	70
51121	ENSG00000264859	NA	RP11-75N4.2	antisense	1853
51122	ENSG00000264861	NA	AC108683.1	miRNA	79
51123	ENSG00000264862	NA	RN7SL45P	misc_RNA	296
51124	ENSG00000264864	NA	MIR3613	miRNA	87
51125	ENSG00000264868	NA	CTB-167B5.2	lincRNA	2751
51126	ENSG00000264869	NA	RP11-526H11.1	lincRNA	346
51127	ENSG00000264871	NA	AC104331.1	miRNA	84
51128	ENSG00000264874	NA	AC087499.8	pseudogene	109
51129	ENSG00000264876	NA	RP11-138E9.2	lincRNA	928
51130	ENSG00000264877	NA	AL603650.2	miRNA	148
51131	ENSG00000264878	NA	Z85986.1	miRNA	82
51132	ENSG00000264879	NA	RN7SL690P	misc_RNA	257
51133	ENSG00000264880	NA	RP11-805F19.1	lincRNA	525
51134	ENSG00000264881	NA	MIR1273D	miRNA	86
51135	ENSG00000264882	NA	MIR376A1	miRNA	103
51136	ENSG00000264884	NA	AL590684.1	miRNA	98
51137	ENSG00000264885	NA	RP11-815I9.4	sense_intronic	1833
51138	ENSG00000264888	NA	AL121753.1	miRNA	101
51139	ENSG00000264890	NA	AC011379.1	miRNA	90
51140	ENSG00000264891	NA	AL359091.1	miRNA	92
51141	ENSG00000264892	NA	RP11-219A15.3	pseudogene	205
51142	ENSG00000264894	NA	AL590282.1	miRNA	86
51143	ENSG00000264895	NA	RP11-421E14.2	sense_intronic	2170
51144	ENSG00000264896	NA	AL451006.1	miRNA	87
51145	ENSG00000264897	NA	MIR3921	miRNA	85
51146	ENSG00000264898	NA	AL353626.2	miRNA	83
51147	ENSG00000264899	NA	AC027319.2	miRNA	87
51148	ENSG00000264901	NA	MIR3616	miRNA	92
51149	ENSG00000264902	NA	MIR5701-2	miRNA	82
51150	ENSG00000264903	NA	AC122720.1	miRNA	88
51151	ENSG00000264904	NA	AL139300.1	miRNA	92
51152	ENSG00000264906	NA	MIR4494	miRNA	84
51153	ENSG00000264907	NA	SLMO2P3	pseudogene	545
51154	ENSG00000264910	NA	RN7SL525P	misc_RNA	276
51155	ENSG00000264911	NA	RP11-107K17.2	pseudogene	658
51156	ENSG00000264912	NA	RN7SL640P	misc_RNA	259
51157	ENSG00000264914	NA	RP11-343K8.3	antisense	459
51158	ENSG00000264916	NA	RN7SL230P	misc_RNA	301
51159	ENSG00000264918	NA	AC005229.1	miRNA	100
51160	ENSG00000264919	NA	MIR4697	miRNA	78
51161	ENSG00000264920	NA	RP11-6N17.4	processed_transcript	496
51162	ENSG00000264921	NA	AC106771.1	miRNA	78
51163	ENSG00000264922	NA	MIR4540	miRNA	55
51164	ENSG00000264923	NA	RN7SL511P	misc_RNA	250
51165	ENSG00000264924	NA	RP11-799B12.2	antisense	478
51166	ENSG00000264925	NA	Z98949.1	miRNA	88
51167	ENSG00000264926	NA	MIR378F	miRNA	78
51168	ENSG00000264927	NA	AC093816.1	miRNA	85
51169	ENSG00000264928	NA	AC118463.1	miRNA	52
51170	ENSG00000264929	NA	RN7SL348P	misc_RNA	259
51171	ENSG00000264930	NA	RP11-846F4.10	pseudogene	316
51172	ENSG00000264931	NA	MIR3138	miRNA	82
51173	ENSG00000264932	NA	Y_RNA	antisense	563
51174	ENSG00000264933	NA	RN7SL190P	misc_RNA	260
51175	ENSG00000264934	NA	MIR4265	miRNA	99
51176	ENSG00000264935	NA	AC009035.1	miRNA	89
51177	ENSG00000264937	NA	AC100830.5	antisense	240
51178	ENSG00000264939	NA	RP11-1109M24.9	pseudogene	503
51179	ENSG00000264940	NA	SNORD3C	lincRNA	581
51180	ENSG00000264941	NA	MIR4474	miRNA	78
51181	ENSG00000264943	NA	SH3GL1P2	pseudogene	1082
51182	ENSG00000264946	NA	RN7SL197P	misc_RNA	297
51183	ENSG00000264947	NA	hsa-mir-3181	miRNA	73
51184	ENSG00000264948	NA	RN7SL639P	misc_RNA	301
51185	ENSG00000264949	NA	RN7SL412P	misc_RNA	296
51186	ENSG00000264950	NA	AC113208.1	miRNA	101
51187	ENSG00000264952	NA	AC004000.1	miRNA	52
51188	ENSG00000264953	NA	AC093602.1	miRNA	87
51189	ENSG00000264954	NA	RP11-214C8.2	lincRNA	2669
51190	ENSG00000264956	NA	RP11-1109M24.5	lincRNA	2920
51191	ENSG00000264957	NA	AL109805.1	miRNA	106
51192	ENSG00000264958	NA	ALOX12P1	pseudogene	1229
51193	ENSG00000264961	NA	MIR4730	miRNA	76
51194	ENSG00000264963	NA	RN7SL440P	misc_RNA	317
51195	ENSG00000264964	NA	RP11-888D10.3	lincRNA	466
51196	ENSG00000264965	NA	AC144573.1	miRNA	96
51197	ENSG00000264966	NA	MIR5094	miRNA	85
51198	ENSG00000264967	NA	RN7SL722P	misc_RNA	282
51199	ENSG00000264968	NA	RP11-387H17.4	lincRNA	965
51200	ENSG00000264969	NA	AC009941.1	miRNA	91
51201	ENSG00000264970	NA	RP11-846F4.11	pseudogene	1271
51202	ENSG00000264971	NA	RP11-110H1.1	pseudogene	421
51203	ENSG00000264972	NA	AL445675.1	miRNA	84
51204	ENSG00000264973	NA	RN7SL701P	misc_RNA	277
51205	ENSG00000264974	NA	MIR4789	miRNA	82
51206	ENSG00000264975	NA	MIR4431	miRNA	94
51207	ENSG00000264976	NA	AC009478.2	miRNA	89
51208	ENSG00000264977	NA	RN7SL248P	misc_RNA	284
51209	ENSG00000264978	NA	RN7SL630P	misc_RNA	295
51210	ENSG00000264979	NA	MIR4436B1	miRNA	91
51211	ENSG00000264981	NA	RP11-434D2.10	pseudogene	253
51212	ENSG00000264982	NA	RP11-344B2.2	antisense	76
51213	ENSG00000264984	NA	MIR5691	miRNA	68
51214	ENSG00000264985	NA	RP11-449L23.2	antisense	2276
51215	ENSG00000264986	NA	MIR5092	miRNA	88
51216	ENSG00000264987	NA	AC110280.1	miRNA	92
51217	ENSG00000264989	NA	AL136302.1	miRNA	70
51218	ENSG00000264990	NA	RP11-215E13.2	lincRNA	1629
51219	ENSG00000264991	NA	AP001205.1	miRNA	86
51220	ENSG00000264994	NA	SNORD92	snoRNA	85
51221	ENSG00000264995	NA	RN7SL540P	misc_RNA	298
51222	ENSG00000264997	NA	SNORD39	snoRNA	71
51223	ENSG00000264999	NA	MIR5089	miRNA	84
51224	ENSG00000265000	NA	RP11-453A12.1	lincRNA	1811
51225	ENSG00000265001	NA	AC092846.2	miRNA	69
51226	ENSG00000265002	NA	AC026495.1	miRNA	74
51227	ENSG00000265003	NA	MIR4780	miRNA	81
51228	ENSG00000265005	NA	MIR548W	miRNA	74
51229	ENSG00000265007	NA	MIR4327	miRNA	85
51230	ENSG00000265008	NA	RP11-53I6.3	antisense	208
51231	ENSG00000265009	NA	AC078864.1	miRNA	71
51232	ENSG00000265010	NA	RP11-661C3.2	sense_intronic	321
51233	ENSG00000265011	NA	RN7SL315P	misc_RNA	269
51234	ENSG00000265012	NA	AC024896.1	miRNA	52
51235	ENSG00000265014	NA	MIR3160-2	miRNA	85
51236	ENSG00000265015	NA	RP11-454P7.3	pseudogene	467
51237	ENSG00000265017	NA	AC092634.2	miRNA	66
51238	ENSG00000265019	NA	NCOR1P2	pseudogene	294
51239	ENSG00000265023	NA	AC011450.1	miRNA	86
51240	ENSG00000265024	NA	AC073089.1	miRNA	100
51241	ENSG00000265028	NA	MIR4792	miRNA	74
51242	ENSG00000265029	NA	AC023158.1	miRNA	82
51243	ENSG00000265032	NA	AL132709.2	miRNA	95
51244	ENSG00000265033	NA	RN7SL262P	misc_RNA	292
51245	ENSG00000265035	NA	AC079772.1	miRNA	99
51246	ENSG00000265038	NA	PMM2P1	pseudogene	730
51247	ENSG00000265039	NA	AC107016.2	miRNA	23
51248	ENSG00000265040	NA	RN7SL556P	misc_RNA	296
51249	ENSG00000265041	NA	RP11-19P22.7	pseudogene	942
51250	ENSG00000265042	NA	AL137800.1	miRNA	90
51251	ENSG00000265043	NA	RP11-728E14.3	lincRNA	3299
51252	ENSG00000265045	NA	RN7SL486P	misc_RNA	339
51253	ENSG00000265046	NA	CTC-542B22.1	lincRNA	397
51254	ENSG00000265047	NA	AC026992.1	miRNA	102
51255	ENSG00000265049	NA	AC009480.1	miRNA	92
51256	ENSG00000265050	NA	AC092022.1	miRNA	85
51257	ENSG00000265052	NA	RN7SL622P	misc_RNA	271
51258	ENSG00000265053	NA	RN7SL321P	misc_RNA	297
51259	ENSG00000265054	NA	AC090051.1	miRNA	87
51260	ENSG00000265055	NA	AC145343.2	lincRNA	650
51261	ENSG00000265056	NA	MIR548S	miRNA	82
51262	ENSG00000265057	NA	MIR4765	miRNA	77
51263	ENSG00000265058	NA	RN7SL245P	misc_RNA	290
