sampleID	ENSG00000049768.15	ENST00000376207.9	ENST00000376199.7
TCGA.LL.A50Y.01A.11R.A266.07	0.245443	0.245443	0
TCGA.LL.A5YL.01A.12R.A29R.07	0.068806	0.068806	0
TCGA.LL.A5YM.01A.11R.A28M.07	0	0	0
TCGA.LL.A5YN.01A.11R.A28M.07	3.755341	3.755341	0
TCGA.LL.A5YO.01A.21R.A28M.07	1.046617	1.046617	0
TCGA.LL.A5YP.01A.21R.A28M.07	0.636063	0.636063	0
TCGA.LL.A6FP.01A.11R.A31O.07	0.005928	0.005928	0
TCGA.LL.A6FQ.01A.11R.A31O.07	0.025238	0.025238	0
TCGA.LL.A6FR.01A.12R.A31O.07	0.062504	0.051593	0
TCGA.LL.A73Y.01A.11R.A33J.07	0.582696	0.554689	0.028007
TCGA.LL.A73Z.01A.11R.A32P.07	0.186242	0.186242	0
TCGA.LL.A740.01A.21R.A32P.07	1.044787	1.029016	0
TCGA.LL.A7SZ.01A.32R.A352.07	1.754028	1.732592	0
TCGA.LL.A7T0.01A.31R.A352.07	0.888474	0.85098	0.037494
TCGA.LL.A8F5.01A.11R.A36F.07	0.294852	0.294852	0
TCGA.LL.A9Q3.01A.11R.A41B.07	0.160348	0.160348	0
TCGA.LQ.A4E4.01A.11R.A266.07	0.132589	0.132589	0
TCGA.MS.A51U.01A.31R.A266.07	1.11116	0.675168	0
TCGA.OK.A5Q2.01A.11R.A27Q.07	0.638037	0.638037	0
TCGA.OL.A5D6.01A.21R.A27Q.07	1.974238	1.742146	0
TCGA.OL.A5D7.01A.11R.A27Q.07	3.7296	3.717859	0
TCGA.OL.A5D8.01A.11R.A27Q.07	0.47027	0.445424	0.024846
TCGA.OL.A5DA.01A.11R.A27Q.07	1.167791	1.149149	0
TCGA.OL.A5RU.01A.11R.A28M.07	3.272603	2.820101	0.452502
TCGA.OL.A5RV.01A.12R.A28M.07	0.298275	0.298275	0
TCGA.OL.A5RW.01A.11R.A28M.07	0.059954	0.059954	0
TCGA.OL.A5RX.01A.11R.A28M.07	0.162905	0.162905	0
TCGA.OL.A5RY.01A.21R.A28M.07	0.316936	0.251422	0
TCGA.OL.A5RZ.01A.11R.A28M.07	0.01972	0.01972	0
TCGA.OL.A5S0.01A.11R.A28M.07	0.315466	0.196457	0
TCGA.OL.A66H.01A.11R.A29R.07	1.104318	1.07887	0
TCGA.OL.A66I.01A.21R.A29R.07	4.056566	3.521993	0.177165
TCGA.OL.A66J.01A.11R.A29R.07	0.024462	0.024462	0
TCGA.OL.A66K.01A.11R.A29R.07	0.030924	0.011856	0
TCGA.OL.A66L.01A.12R.A31O.07	0.024407	0.018088	0
TCGA.OL.A66N.01A.12R.A31O.07	0.026441	0.026441	0
TCGA.OL.A66O.01A.11R.A31O.07	0.077521	0.077521	0
TCGA.OL.A66P.01A.11R.A31O.07	0.020923	0.020923	0
TCGA.OL.A6VO.01A.12R.A33J.07	0.427706	0.427706	0
TCGA.OL.A6VQ.01A.12R.A41B.07	0.070058	0.070058	0
TCGA.OL.A6VR.01A.32R.A33J.07	0.075729	0.075729	0
TCGA.OL.A97C.01A.32R.A41B.07	0.260804	0.214066	0
TCGA.PE.A5DC.01A.12R.A27Q.07	0.027209	0.027209	0
TCGA.PE.A5DD.01A.12R.A27Q.07	0.275273	0.275273	0
TCGA.PE.A5DE.01A.11R.A27Q.07	0.417549	0.417549	0
TCGA.PL.A8LV.01A.21R.A41B.07	1.145263	1.145263	0
TCGA.PL.A8LX.01A.11R.A41B.07	0.136978	0.136978	0
TCGA.PL.A8LY.01A.11R.A41B.07	0.150074	0.13243	0.017644
TCGA.PL.A8LZ.01A.31R.A36F.07	0.606326	0.606326	0
TCGA.S3.A6ZF.01A.32R.A32P.07	0.271791	0.271791	0
TCGA.S3.A6ZG.01A.22R.A32P.07	0.258524	0.237277	0.021247
TCGA.S3.A6ZH.01A.22R.A32P.07	0.217792	0.217792	0
TCGA.S3.AA0Z.01A.11R.A41B.07	0.307398	0.307398	0
TCGA.S3.AA10.01A.21R.A41B.07	2.664977	1.551464	0
TCGA.S3.AA11.01A.31R.A41B.07	0.436429	0.436429	0
TCGA.S3.AA12.01A.11R.A41B.07	0.157898	0.157898	0
TCGA.S3.AA14.01A.11R.A41B.07	0.123582	0.083476	0
TCGA.S3.AA15.01A.11R.A41B.07	0.14027	0.14027	0
TCGA.S3.AA17.01A.11R.A41B.07	14.3977	4.90594	0
TCGA.UL.AAZ6.01A.11R.A41B.07	0.014276	0.014276	0
TCGA.UU.A93S.01A.21R.A41B.07	0.012558	0.012558	0
TCGA.V7.A7HQ.01A.11R.A33J.07	0.049395	0.049395	0
TCGA.W8.A86G.01A.21R.A36F.07	0.267192	0.267192	0
TCGA.WT.AB41.01A.11R.A41B.07	0.419824	0.419824	0
TCGA.WT.AB44.01A.11R.A41B.07	0.470706	0.470706	0
TCGA.XX.A899.01A.11R.A36F.07	0.323933	0.323933	0
TCGA.XX.A89A.01A.11R.A36F.07	4.121651	3.097416	0.121958
TCGA.Z7.A8R5.01A.42R.A41B.07	0.011584	0.011584	0
TCGA.Z7.A8R6.01A.11R.A41B.07	0.120571	0.120571	0
