ID	CHROMOSOMAL_LOCATION	Geneid	hgnc_symbol	entrezgene_id	biotype
A_23_P212626	chr3:195436142-195436201	ENSG00000242086	MUC20-OT1	NA	lncRNA
A_24_P489480	chr3:195393391-195393450	ENSG00000242086	MUC20-OT1	NA	lncRNA
A_24_P375599	chr19:030447612-030447552	ENSG00000242100	RPL9P32	NA	processed_pseudogene
A_24_P106297	chr5:33998763-33989566	ENSG00000242110	AMACR	23600	protein_coding
A_24_P927142	chr1:028837364-028837305	ENSG00000242125	SNHG3	8420	lncRNA
A_24_P204664	chr12:121032224-121032163	ENSG00000242137	RPL11P5	NA	processed_pseudogene
A_23_P406242	chrY:20900092-20900151	ENSG00000242153	OFD1P6Y	83864	transcribed_unprocessed_pseudogene
A_23_P251868	chrY:20900565-20900624	ENSG00000242153	OFD1P6Y	83864	transcribed_unprocessed_pseudogene
A_24_P383330	chr4:189271055-189270996	ENSG00000242169	AC093789.1	NA	processed_pseudogene
A_24_P215882	chr16:332362-332514	ENSG00000242173	ARHGDIG	398	protein_coding
A_23_P46447	chr1:177975487-177975428	ENSG00000242193	CRYZL2P	730102	transcribed_unitary_pseudogene
A_24_P834210	chr17:046710805-046710864	ENSG00000242207	HOXB-AS4	100874351	lncRNA
A_24_P298099	chr11:056124811-056124875	ENSG00000242208	RPL5P29	NA	processed_pseudogene
A_24_P202905	chr21:33947977-33947918	ENSG00000242220	TCP10L	140290	protein_coding
A_23_P350555	chr21:33949064-33949005	ENSG00000242220	TCP10L	140290	protein_coding
A_24_P752416	chr19:043579314-043579373	ENSG00000242221	PSG2	5670	protein_coding
A_23_P142335	chr19:43570750-43570691	ENSG00000242221	PSG2	5670	protein_coding
A_23_P68970	chr22:43192987-43192928	ENSG00000242247	ARFGAP3	26286	protein_coding
A_24_P307255	chr11:091894656-091894717	ENSG00000242248	RPL7AP57	NA	processed_pseudogene
A_24_P336551	chr1:156213055-156213114	ENSG00000242252	BGLAP	632	protein_coding
A_23_P160638	chr1:156212880-156212939	ENSG00000242252	BGLAP	632	protein_coding
A_23_P388244	chr22:19435002-19434943	ENSG00000242259	C22orf39	128977	protein_coding
A_24_P922357	chr22:19431019-19430960	ENSG00000242259	C22orf39	128977	protein_coding
A_23_P82503	chr7:94298564-94298623	ENSG00000242265	PEG10	23089	protein_coding
A_32_P179317	chr7:094294802-094294743	ENSG00000242265	PEG10	23089	protein_coding
A_24_P760960	chr1:48625281-48625222	ENSG00000242267	SKINT1L	NA	transcribed_unprocessed_pseudogene
A_23_P46499	chr1:48569964-48570023	ENSG00000242267	SKINT1L	NA	transcribed_unprocessed_pseudogene
A_24_P367199	chr16:005320633-005320696	ENSG00000242278	RPS3AP48	NA	processed_pseudogene
A_32_P5800	chr2:3580702-3579846	ENSG00000242282	AC108488.1	NA	lncRNA
A_32_P170547	chrX:134948134-134948075	ENSG00000242284	NA	NA	NA
A_32_P65530	chr10:75434882-75434941	ENSG00000242288	BMS1P4-AGAP5	113939925	lncRNA
A_32_P224692	chr3:114198408-114198349	ENSG00000242290	ZBTB20-AS5	101929754	lncRNA
A_23_P149938	chr10:75485120-75485061	ENSG00000242338	BMS1P4	NA	transcribed_unprocessed_pseudogene
A_23_P21260	chr2:89901548-89901607	ENSG00000242371	IGKV1-39	NA	IG_V_gene
A_23_P210939	chr20:33866998-33866939	ENSG00000242372	EIF6	3692	protein_coding
A_24_P481844	chr6:32903870-32903811	ENSG00000242386	NA	NA	NA
A_24_P23641	chrY:24050125-24050066	ENSG00000242389	RBMY1E	378950	protein_coding
A_24_P921906	chr2:63345413-63345354	ENSG00000242412	DBIL5P2	100169989	transcribed_processed_pseudogene
A_23_P303101	chr5:140867286-140867345	ENSG00000242419	PCDHGC4	56098	protein_coding
A_24_P375683	chr3:121213021-121213081	ENSG00000242445	RPL7AP11	NA	processed_pseudogene
A_24_P928333	chr3:142169817-142169876	ENSG00000242479	AC109992.1	NA	processed_pseudogene
A_24_P8768	chr1:1341252-1341193	ENSG00000242485	MRPL20	55052	protein_coding
A_23_P97473	chr1:1337420-1337361	ENSG00000242485	MRPL20	55052	protein_coding
A_24_P404033	chr15:90444899-90444840	ENSG00000242498	ARPIN	348110	protein_coding
A_23_P106425	chr15:90451622-90451563	ENSG00000242498	ARPIN	348110	protein_coding
A_24_P497524	chr3:181721669-181721728	ENSG00000242512	LINC01206	100996490	lncRNA
A_32_P722809	chr2:89999481-89999540	ENSG00000242534	IGKV2D-28	NA	IG_V_gene
A_24_P835921	chr3:179115915-179115974	ENSG00000242539	AC007620.2	NA	lncRNA
A_23_P313981	chr18:61602351-61602410	ENSG00000242550	SERPINB10	5273	protein_coding
A_32_P13151	chr13:19414198-19414139	ENSG00000242569	NA	NA	NA
A_24_P475014	chr7:128215355-128215414	ENSG00000242588	AC108010.1	NA	lncRNA
A_32_P41858	chr7:128215876-128215817	ENSG00000242588	AC108010.1	NA	lncRNA
A_24_P101651	chrX:151896238-151896179	ENSG00000242599	CSAG4	100130935	transcribed_unprocessed_pseudogene
A_24_P169634	chr10:81682676-81682735	ENSG00000242600	MBL1P	8512	transcribed_unitary_pseudogene
A_32_P50417	chr8:12428380-12428439	ENSG00000242607	RPS3AP34	NA	processed_pseudogene
A_32_P113154	chr8:012427883-012427824	ENSG00000242607	RPS3AP34	NA	processed_pseudogene
A_23_P100315	chr16:462221-462280	ENSG00000242612	DECR2	26063	protein_coding
A_23_P112260	chr9:114429198-114431579	ENSG00000242616	GNG10	2790	protein_coding
A_23_P112251	chr9:114432370-114432429	ENSG00000242616	GNG10	2790	protein_coding
A_32_P97046	chr9:114432211-114432152	ENSG00000242616	GNG10	2790	protein_coding
A_24_P532727	chr3:119819145-119819204	ENSG00000242622	AC092910.3	NA	lncRNA
A_32_P20203	chr3:119817565-119817624	ENSG00000242622	AC092910.3	NA	lncRNA
A_24_P169855	chr19:045836119-045836059	ENSG00000242675	RPS16P9	NA	processed_pseudogene
A_32_P233527	chr4:647409-647350	ENSG00000242686	PDE6B-AS1	101928521	lncRNA
A_24_P115287	chr7:98629001-98629060	ENSG00000242687	NA	NA	NA
A_24_P281468	chr7:140698081-140698020	ENSG00000242703	CCT4P1	NA	processed_pseudogene
A_23_P14216	chr13:36822788-36801505	ENSG00000242715	CCDC169	728591	protein_coding
A_24_P289954	chrX:71348029-71347517	ENSG00000242732	RTL5	340526	protein_coding
A_23_P55666	chr19:53471120-53471061	ENSG00000242779	ZNF702P	79986	transcribed_processed_pseudogene
A_24_P344516	chr19:53472175-53472116	ENSG00000242779	ZNF702P	79986	transcribed_processed_pseudogene
A_24_P935045	chr3:52332952-52332893	ENSG00000242797	GLYCTK-AS1	NA	lncRNA
A_23_P134637	chr7:4830844-4830903	ENSG00000242802	AP5Z1	9907	protein_coding
A_32_P441305	chr7:4832891-4832950	ENSG00000242802	AP5Z1	9907	protein_coding
A_24_P756289	chr3:181458425-181458484	ENSG00000242808	SOX2-OT	347689	lncRNA
A_32_P216041	chr3:80810292-80810233	ENSG00000242828	AC068756.1	NA	lncRNA
A_24_P365322	chr19:12572600-12572541	ENSG00000242852	ZNF709	163051	protein_coding
A_24_P91405	chr19:12575490-12575431	ENSG00000242852	ZNF709	163051	protein_coding
A_23_P163238	chr15:43892202-43891944	ENSG00000242866	STRC	161497	protein_coding
A_24_P357406	chrY:23675236-23675295	ENSG00000242875	RBMY1B	378948	protein_coding
A_24_P400604	chrY:23687208-23687267	ENSG00000242875	RBMY1B	378948	protein_coding
A_23_P171397	chrY:23687457-23687516	ENSG00000242875	RBMY1B	378948	protein_coding
A_32_P206489	chr7:128502470-128502411	ENSG00000242902	FLNC-AS1	110806300	lncRNA
A_24_P337810	chr7:46822624-46822683	ENSG00000242948	EPS15P1	NA	transcribed_processed_pseudogene
A_23_P31444	chr7:92098753-92098694	ENSG00000242950	ERVW-1	30816	protein_coding
A_23_P31443	chr7:92098257-92098198	ENSG00000242950	ERVW-1	30816	protein_coding
A_32_P111336	chr6:46638287-46638228	ENSG00000242973	AL591242.1	101926934	lncRNA
A_24_P307443	chr12:058068547-058068606	ENSG00000242990	RPL13AP23	NA	processed_pseudogene
A_24_P177795	chr3:128483378-128483319	ENSG00000242992	FTH1P4	NA	processed_pseudogene
A_32_P171695	chr10:97759902-97759961	ENSG00000243004	AC005062.1	NA	lncRNA
A_32_P89827	chr13:25171688-25171747	ENSG00000243008	AL359538.1	NA	lncRNA
A_24_P740857	chr12:64790434-64790493	ENSG00000243024	AC012158.1	NA	transcribed_processed_pseudogene
A_23_P424689	chrY:24461364-24461423	ENSG00000243040	RBMY2FP	NA	transcribed_unprocessed_pseudogene
A_32_P227910	chr1:179711714-179711773	ENSG00000243062	AL359853.2	NA	lncRNA
A_32_P159192	chr2:89278046-89277987	ENSG00000243063	IGKV3-7	NA	IG_V_gene
A_23_P307570	chr21:15673348-15673407	ENSG00000243064	ABCC13	150000	transcribed_unprocessed_pseudogene
A_23_P166207	chr21:15671810-15671869	ENSG00000243064	ABCC13	150000	transcribed_unprocessed_pseudogene
A_23_P397480	chr21:15660784-15660843	ENSG00000243064	ABCC13	150000	transcribed_unprocessed_pseudogene
A_24_P740549	chr3:153743263-153743204	ENSG00000243069	ARHGEF26-AS1	100507524	lncRNA
A_24_P375932	chr7:138374004-138374063	ENSG00000243099	AC020983.1	NA	processed_pseudogene
A_24_P152855	chr3:159439890-159439827	ENSG00000243116	AC092943.1	NA	processed_pseudogene
A_23_P130948	chr19:43512102-43512043	ENSG00000243130	PSG11	5680	protein_coding
A_24_P22800	chr19:43519304-43514171	ENSG00000243130	PSG11	5680	protein_coding
A_23_P5103	chr19:43708288-43708229	ENSG00000243137	PSG4	5672	protein_coding
A_32_P189552	chr19:43698563-43698622	ENSG00000243137	PSG4	5672	protein_coding
A_24_P285480	chr2:28002334-28002393	ENSG00000243147	MRPL33	9553	protein_coding
A_23_P256540	chr2:27997355-28002316	ENSG00000243147	MRPL33	9553	protein_coding
A_23_P331992	chr1:180913414-180913355	ENSG00000243155	AL162431.1	NA	lncRNA
A_24_P213622	chr22:18442795-18442736	ENSG00000243156	MICAL3	57553	protein_coding
A_24_P791553	chr22:018312342-018312401	ENSG00000243156	MICAL3	57553	protein_coding
A_24_P221551	chr22:18443595-18443536	ENSG00000243156	MICAL3	57553	protein_coding
A_24_P366082	chr22:18270952-18270893	ENSG00000243156	MICAL3	57553	protein_coding
A_23_P403195	chr22:18323242-18323183	ENSG00000243156	MICAL3	57553	protein_coding
A_24_P850428	chr4:144346386-144346445	ENSG00000243175	RPSAP36	NA	transcribed_processed_pseudogene
A_24_P50245	chr6:32917477-32917418	ENSG00000243215	NA	NA	NA
A_24_P32207	chr14:077435077-077435136	ENSG00000243225	AC007686.1	NA	processed_pseudogene
A_32_P182246	chr14:077435146-077435087	ENSG00000243225	AC007686.1	NA	processed_pseudogene
A_23_P218942	chr5:140348874-140348933	ENSG00000243232	PCDHAC2	56134	protein_coding
A_24_P360206	chr5:140390896-140390955	ENSG00000243232	PCDHAC2	56134	protein_coding
A_23_P302005	chr2:48825258-48825317	ENSG00000243244	STON1	11037	protein_coding
A_23_P319565	chr10:50723568-50723509	ENSG00000243251	NA	NA	NA
A_24_P358321	chr2:89986891-89986950	ENSG00000243264	IGKV2D-29	NA	IG_V_gene
A_23_P96350	chrX:48928960-48928901	ENSG00000243279	PRAF2	11230	protein_coding
A_24_P273114	chr5:114600923-114600862	ENSG00000243304	AC008494.1	NA	processed_pseudogene
A_24_P349207	chr6:026865219-026865278	ENSG00000243307	POM121L6P	NA	processed_pseudogene
A_24_P221668	chr6:026864773-026864714	ENSG00000243307	POM121L6P	NA	processed_pseudogene
A_32_P34201	chr4:087791915-087791974	ENSG00000243312	AC093827.1	NA	processed_pseudogene
A_23_P202034	chr10:114074088-114074029	ENSG00000243316	GUCY2GP	NA	transcribed_unitary_pseudogene
A_24_P503866	chr7:135359693-135359752	ENSG00000243317	STMP1	647087	protein_coding
A_23_P157380	chr7:66103898-66103957	ENSG00000243335	KCTD7	154881	protein_coding
A_24_P329229	chr7:66105338-66105397	ENSG00000243335	KCTD7	154881	protein_coding
A_23_P322	chr1:155041654-155041713	ENSG00000243364	EFNA4	1945	protein_coding
A_24_P280933	chr14:057445925-057445984	ENSG00000243388	RPL3P3	NA	processed_pseudogene
A_24_P922414	chr2:113346747-113346806	ENSG00000243389	AC012442.2	NA	lncRNA
A_24_P409891	chr3:101318189-101318130	ENSG00000243396	AC084198.1	NA	processed_pseudogene
A_24_P675947	chr4:153472533-153472474	ENSG00000243417	RPS3AP18	NA	processed_pseudogene
A_24_P93452	chr11:118432021-118432080	ENSG00000243431	RPL5P30	NA	processed_pseudogene
A_23_P216579	chr9:112705477-112705536	ENSG00000243444	NA	NA	NA
A_24_P942492	chr9:112707928-112707987	ENSG00000243444	NA	NA	NA
A_23_P401265	chr9:112707266-112707325	ENSG00000243444	NA	NA	NA
A_32_P90047	chr4:2044544-2045639	ENSG00000243449	C4orf48	401115	protein_coding
A_23_P125686	chrX:70711904-70711845	ENSG00000243468	INGX	27160	transcribed_processed_pseudogene
A_23_P212400	chr3:50334030-50333971	ENSG00000243477	NAA80	24142	protein_coding
A_32_P185317	chr7:156809059-156809118	ENSG00000243479	MNX1-AS1	645249	lncRNA
A_24_P20814	chr6:73951220-73951161	ENSG00000243501	AL365232.1	NA	protein_coding
A_23_P102634	chr20:44166622-44163105	ENSG00000243543	WFDC6	140870	protein_coding
A_32_P8666	chr3:096069617-096069676	ENSG00000243547	HNRNPKP4	NA	processed_pseudogene
A_24_P112160	chr7:76143315-76143374	ENSG00000243566	UPK3B	105375355	protein_coding
A_32_P325823	chr6:109589059-109591255	ENSG00000243587	NA	NA	NA
A_24_P392271	chr16:048611948-048611885	ENSG00000243609	RPS2P44	NA	processed_pseudogene
A_23_P30736	chr6:32780722-32780663	ENSG00000243612	NA	NA	NA
A_24_P854556	chr3:156800054-156799995	ENSG00000243629	LINC00880	339894	lncRNA
A_24_P322741	chr21:34668516-34668575	ENSG00000243646	IL10RB	3588	protein_coding
A_32_P6107	chr10:43978030-43978089	ENSG00000243660	ZNF487	642819	protein_coding
A_24_P633543	chr10:43949873-43949932	ENSG00000243660	ZNF487	642819	protein_coding
A_24_P127082	chr12:001866497-001866434	ENSG00000243663	RPS4XP14	NA	processed_pseudogene
A_32_P196411	chr19:052646336-052646277	ENSG00000243680	RPL37P23	NA	processed_pseudogene
A_32_P119744	chr3:106966085-106966144	ENSG00000243701	DUBR	344595	lncRNA
A_23_P403424	chr15:42140278-42140337	ENSG00000243708	PLA2G4B	100137049	protein_coding
A_23_P160336	chr1:226074167-226074108	ENSG00000243709	LEFTY1	10637	protein_coding
A_24_P316279	chr1:43706273-43706214	ENSG00000243710	CFAP57	149465	protein_coding
A_23_P319549	chr1:43672581-43675450	ENSG00000243710	CFAP57	149465	protein_coding
A_23_P319543	chr1:43675692-43675751	ENSG00000243710	CFAP57	149465	protein_coding
A_23_P11980	chr1:43700044-43700184	ENSG00000243710	CFAP57	149465	protein_coding
A_23_P253701	chr3:054913088-054913147	ENSG00000243715	CACNA2D3-AS1	100874237	lncRNA
A_32_P3221	chr16:022523126-022523067	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P11359	chr16:22521087-22521146	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P198497	chr16:022516185-022516126	ENSG00000243716	NPIPB5	100132247	protein_coding
A_24_P926025	chr16:22518807-22518866	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P174151	chr16:22545472-22545531	ENSG00000243716	NPIPB5	100132247	protein_coding
A_24_P922953	chr16:022505284-022505225	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P187715	chr16:22514722-22514781	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P110086	chr16:022519275-022519216	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P142664	chr16:022530103-022530044	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P28264	chr16:022513000-022512941	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P118556	chr16:022514452-022514393	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P182458	chr16:22514684-22514741	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P36778	chr16:022513011-022512952	ENSG00000243716	NPIPB5	100132247	protein_coding
A_32_P10557	chr16:022517075-022517016	ENSG00000243716	NPIPB5	100132247	protein_coding
A_24_P936496	chr16:22539335-22539394	ENSG00000243716	NPIPB5	100132247	protein_coding
A_23_P230	chr1:55207100-55207159	ENSG00000243725	TTC4	7268	protein_coding
A_23_P42241	chr6:29323467-29323408	ENSG00000243729	OR5V1	81696	protein_coding
A_24_P938433	chr3:142831133-142831192	ENSG00000243733	AC018450.2	NA	lncRNA
A_32_P308040	chr11:61405047-61405106	ENSG00000243742	RPLP0P2	113157	transcribed_processed_pseudogene
A_24_P297798	chr5:013638292-013638233	ENSG00000243744	AC016546.1	NA	processed_pseudogene
A_24_P110012	chr6:30228287-30228348	ENSG00000243753	HLA-L	3139	transcribed_unprocessed_pseudogene
A_32_P52386	chr7:27242325-27242384	ENSG00000243766	HOTTIP	NA	lncRNA
A_24_P317450	chr6:159262350-159262291	ENSG00000243775	OSTCP1	202459	transcribed_processed_pseudogene
A_23_P304395	chr6:159262932-159262873	ENSG00000243775	OSTCP1	202459	transcribed_processed_pseudogene
A_24_P918810	chr11:102166162-102166221	ENSG00000243777	AP000942.1	NA	processed_pseudogene
A_24_P118855	chr18:013919783-013919724	ENSG00000243779	AP001086.1	NA	processed_pseudogene
A_23_P218203	chr15:42129675-42129734	ENSG00000243789	JMJD7	100137047	protein_coding
A_32_P9532	chr3:112862951-112863010	ENSG00000243795	LINC02044	101929717	lncRNA
A_23_P132316	chr22:39427939-39428222	ENSG00000243811	APOBEC3D	140564	protein_coding
A_24_P24415	chr3:149075192-149075131	ENSG00000243822	AC073522.1	NA	processed_pseudogene
A_32_P77762	chr6:65443410-65443351	ENSG00000243828	AL355357.1	NA	transcribed_processed_pseudogene
A_24_P127312	chr8:029490041-029490100	ENSG00000243844	RPL17P33	NA	processed_pseudogene
A_24_P238266	chr5:084760477-084760538	ENSG00000243859	RPL5P17	NA	processed_pseudogene
A_24_P685729	chr19:033832457-033832516	ENSG00000243864	RPS3AP50	NA	processed_pseudogene
A_32_P121785	chr22:037751189-037751130	ENSG00000243902	ELFN2	NA	lncRNA
A_23_P102109	chr2:220115206-220115147	ENSG00000243910	TUBA4B	80086	protein_coding
A_24_P280953	chr12:015592761-015592820	ENSG00000243916	AC092183.1	NA	processed_pseudogene
A_32_P142602	chr3:156391997-156389862	ENSG00000243926	TIPARP-AS1	NA	lncRNA
A_24_P365571	chr21:35514794-35514853	ENSG00000243927	MRPS6	64968	protein_coding
A_23_P102890	chr21:35515227-35515286	ENSG00000243927	MRPS6	64968	protein_coding
A_23_P391164	chr2:27845367-27845426	ENSG00000243943	ZNF512	84450	protein_coding
A_23_P214300	chr6:52622688-52621078	ENSG00000243955	GSTA1	2938	protein_coding
A_23_P135417	chr6:52656203-52656161	ENSG00000243955	GSTA1	2938	protein_coding
A_24_P101493	chr3:099944434-099944493	ENSG00000243974	VTI1BP1	NA	processed_pseudogene
A_23_P306352	chrX:109699181-109699240	ENSG00000243978	RTL9	57529	protein_coding
A_24_P7181	chr8:095904176-095904235	ENSG00000243979	AC087752.1	NA	processed_pseudogene
A_32_P30339	chr7:057688728-057688669	ENSG00000243981	AC064862.6	NA	transcribed_processed_pseudogene
A_23_P57868	chr3:52022979-52023038	ENSG00000243989	ACY1	95	protein_coding
A_24_P298604	chr4:009565292-009565353	ENSG00000244004	RPS3AP19	NA	processed_pseudogene
A_24_P400140	chr20:34282562-34282503	ENSG00000244005	NFS1	9054	protein_coding
A_23_P102842	chr20:34257106-34257047	ENSG00000244005	NFS1	9054	protein_coding
A_24_P341408	chr5:076841401-076841460	ENSG00000244019	RPS2P24	NA	processed_pseudogene
A_32_P190151	chr3:75471879-75471820	ENSG00000244026	FAM86DP	692099	transcribed_unprocessed_pseudogene
A_23_P149099	chr1:20978961-20978902	ENSG00000244038	DDOST	1650	protein_coding
A_24_P56884	chr17:26686386-26687569	ENSG00000244045	TMEM199	147007	protein_coding
A_32_P194887	chr12:008368238-008368297	ENSG00000244050	DEFB109F	NA	transcribed_unprocessed_pseudogene
A_23_P405295	chr1:152573309-152573368	ENSG00000244057	LCE3C	353144	protein_coding
A_24_P300394	chr6:52616454-52616395	ENSG00000244067	GSTA2	2939	protein_coding
A_24_P144163	chr17:000560504-000560443	ENSG00000244097	RPS4XP17	NA	processed_pseudogene
A_32_P189453	chr1:230846667-230846726	ENSG00000244137	AL512328.1	NA	lncRNA
A_24_P118512	chr3:114998481-114998540	ENSG00000244157	EIF4E2P2	NA	processed_pseudogene
A_32_P141664	chr6:32155547-32155488	ENSG00000244171	PBX2P1	NA	processed_pseudogene
A_23_P94591	chr9:139687580-139687639	ENSG00000244187	TMEM141	85014	protein_coding
A_24_P409560	chr5:130325722-130325782	ENSG00000244192	AC113367.1	NA	processed_pseudogene
A_23_P58072	chr3:109190199-109190140	ENSG00000244196	PPIAP15	NA	processed_pseudogene
A_24_P863124	chr7:143904811-143904870	ENSG00000244198	ARHGEF35-AS1	NA	lncRNA
A_24_P332711	chr3:075648253-075648194	ENSG00000244222	OR7E121P	NA	unprocessed_pseudogene
A_24_P812155	chr3:065673166-065673225	ENSG00000244226	ILF2P1	NA	processed_pseudogene
A_23_P425324	chr5:177611792-177611733	ENSG00000244234	GMCL2	64396	protein_coding
A_23_P75362	chr11:1756483-1756424	ENSG00000244242	IFITM10	402778	protein_coding
A_24_P298238	chr15:040773080-040773020	ENSG00000244251	AC013356.1	NA	processed_pseudogene
A_32_P162187	chr6:31913187-31913246	ENSG00000244255	AL645922.1	NA	protein_coding
A_32_P162183	chr6:31913370-31913429	ENSG00000244255	AL645922.1	NA	protein_coding
A_24_P238046	chr16:16426907-16426966	ENSG00000244257	PKD1P1	NA	unprocessed_pseudogene
A_23_P28772	chr20:44038912-44038971	ENSG00000244274	DBNDD2	55861	protein_coding
A_24_P935492	chr21:26427897-26433997	ENSG00000244278	AP000235.1	NA	lncRNA
A_32_P71776	chr2:233251132-233251073	ENSG00000244280	ECEL1P2	347694	transcribed_unprocessed_pseudogene
A_23_P31218	chr7:156431611-156431552	ENSG00000244291	NA	NA	NA
A_24_P450092	chr3:128218883-128218942	ENSG00000244300	GATA2-AS1	NA	lncRNA
A_32_P222374	chr3:179639508-179639567	ENSG00000244302	PEX5L-AS2	101928790	lncRNA
A_24_P827096	chr14:019886695-019886636	ENSG00000244306	DUXAP10	503639	transcribed_processed_pseudogene
A_32_P84132	chr11:046450296-046450355	ENSG00000244313	AC024293.1	NA	processed_pseudogene
A_32_P80338	chr10:096365820-096365761	ENSG00000244332	AL138759.1	NA	lncRNA
A_24_P178834	chr3:63081246-63081206	ENSG00000244342	LINC00698	285401	lncRNA
A_24_P202154	chr16:69068098-69068157	ENSG00000244378	RPS2P45	NA	transcribed_processed_pseudogene
A_23_P26367	chr16:69069445-69069504	ENSG00000244378	RPS2P45	NA	transcribed_processed_pseudogene
A_23_P9836	chr3:185766044-185765985	ENSG00000244405	ETV5	2119	protein_coding
A_32_P30649	chr3:185764606-185764547	ENSG00000244405	ETV5	2119	protein_coding
A_32_P33802	chr3:185764380-185764439	ENSG00000244405	ETV5	2119	protein_coding
A_24_P336510	chr1:196794705-196794764	ENSG00000244414	CFHR1	3078	protein_coding
A_32_P39440	chr2:89384764-89384705	ENSG00000244437	IGKV3-15	NA	IG_V_gene
A_24_P357847	chr2:89384737-89384678	ENSG00000244437	IGKV3-15	NA	IG_V_gene
A_23_P502832	chr20:34237048-34236989	ENSG00000244462	RBM12	10137	protein_coding
A_24_P924261	chr6:11104907-11104848	ENSG00000244476	ERVFRD-1	405754	protein_coding
A_24_P475753	chr7:143967933-143967874	ENSG00000244479	OR2A1-AS1	NA	lncRNA
A_24_P401221	chr16:076269349-076269289	ENSG00000244485	RPL18P13	NA	processed_pseudogene
A_23_P132185	chr22:20779324-20779265	ENSG00000244486	SCARF2	91179	protein_coding
A_24_P108738	chr22:20780247-20780188	ENSG00000244486	SCARF2	91179	protein_coding
A_24_P101561	chr7:104942264-104942325	ENSG00000244490	RWDD4P1	NA	processed_pseudogene
A_32_P85009	chr3:13518550-13518491	ENSG00000244502	HDAC11-AS1	100874101	lncRNA
A_23_P120931	chr22:39414287-39414346	ENSG00000244509	APOBEC3C	27350	protein_coding
A_32_P201620	chr3:069063382-069063441	ENSG00000244513	AC109587.1	NA	lncRNA
A_24_P186746	chr3:156880888-156880829	ENSG00000244515	KRT18P34	NA	processed_pseudogene
A_23_P49988	chr17:39333880-39333821	ENSG00000244537	KRTAP4-2	85291	protein_coding
A_24_P624263	chr20:43323880-43323821	ENSG00000244558	KCNK15-AS1	NA	lncRNA
A_32_P118512	chr2:128604648-128604707	ENSG00000244563	RPS26P19	NA	processed_pseudogene
A_24_P212024	chr2:89513053-89512994	ENSG00000244575	IGKV1-27	NA	IG_V_gene
A_24_P161604	chr17:021407985-021408044	ENSG00000244582	RPL21P120	NA	processed_pseudogene
A_23_P91317	chr20:1224731-1224790	ENSG00000244588	RAD21L1	642636	protein_coding
A_24_P298962	chr8:018241326-018241265	ENSG00000244593	AC025062.1	NA	processed_pseudogene
A_32_P144238	chr17:008464850-008464791	ENSG00000244604	AC025518.1	NA	processed_pseudogene
A_23_P364597	chr3:42788686-42788627	ENSG00000244607	CCDC13	152206	protein_coding
A_23_P417383	chr2:70187305-70187246	ENSG00000244617	ASPRV1	151516	protein_coding
A_24_P753331	chr22:27114752-27114811	ENSG00000244625	MIATNB	NA	lncRNA
A_23_P34183	chrY:20298778-20298837	ENSG00000244646	XKRY2	353515	transcribed_unprocessed_pseudogene
A_24_P170707	chr3:194217681-194217622	ENSG00000244675	AC108676.1	NA	lncRNA
A_24_P272389	chr3:95374209-95374150	ENSG00000244681	MTHFD2P1	100287639	transcribed_processed_pseudogene
A_24_P5935	chr20:48698385-48698326	ENSG00000244687	UBE2V1	7335	protein_coding
A_23_P501996	chr20:48698274-48698215	ENSG00000244687	UBE2V1	7335	protein_coding
A_23_P11461	chr20:48700691-48699418	ENSG00000244687	UBE2V1	7335	protein_coding
A_23_P218685	chr20:48699352-48699293	ENSG00000244687	UBE2V1	7335	protein_coding
A_24_P246825	chr6:048035743-048035684	ENSG00000244694	PTCHD4	442213	protein_coding
A_23_P309224	chr7:141353184-141353243	ENSG00000244701	AC004918.1	NA	lncRNA
A_32_P24059	chr7:141352522-141352463	ENSG00000244701	AC004918.1	NA	lncRNA
A_23_P203558	chr11:5246777-5246718	ENSG00000244734	HBB	3043	protein_coding
A_32_P47166	chr11:5247895-5247954	ENSG00000244734	HBB	3043	protein_coding
A_23_P425066	chr22:25625428-25625487	ENSG00000244752	CRYBB2	1415	protein_coding
A_23_P40574	chr22:25627776-25627835	ENSG00000244752	CRYBB2	1415	protein_coding
A_32_P80587	chr13:033100075-033100134	ENSG00000244754	N4BP2L2	10443	protein_coding
A_23_P53856	chr13:33091850-33091791	ENSG00000244754	N4BP2L2	10443	protein_coding
A_24_P919038	chr13:033106433-033106492	ENSG00000244754	N4BP2L2	10443	protein_coding
A_24_P930690	chr13:033071781-033071840	ENSG00000244754	N4BP2L2	10443	protein_coding
A_32_P203292	chr13:033097165-033097224	ENSG00000244754	N4BP2L2	10443	protein_coding
A_23_P65262	chr13:33016630-33016571	ENSG00000244754	N4BP2L2	10443	protein_coding
A_24_P935735	chr13:33099889-33099830	ENSG00000244754	N4BP2L2	10443	protein_coding
A_24_P500771	chr13:33066946-33066887	ENSG00000244754	N4BP2L2	10443	protein_coding
